MSA,Iraqi,lang
 في إحدى القرى النائية، كان هناك رجل عجوز يعزف الموسيقى الشعبية على الراديو القديم. وفي كل مساء، كانت العائلات تتجمع حول النار للاستماع إلى الألحان التي تذاع من المحطة المحلية. ذات ليلة، قرر الشاب محمود أن يتعلم العزف ليحافظ على تقاليد قريته. بمرور الوقت، أصبح محمود معلماً للموسيقى الشعبية واستمرت المحطة في البث دون انقطاع. , بوحدة من القرى النائية، كان هناك رياييل كبير يعزف الموسيقى الشعبية على الراديو القديم. وكل مسية، العوائل كانوا يتجمعون حول النار حتى يسمعون للألحان الي تنبث من المحطة المحلية. بليلة من الليالي، الشاب محمود قرر يتعلم العزف ليحافظ على تراث القرية. ومع مرور الأيام، محمود صار يعلم الموسيقى الشعبية والمحطة ظلت تبث بلا انقطاع.,Iraqi
 في يوم مشمس، قرر أحمد أن يسافر عبر شركة الخطوط الجوية دلتا إلى نيويورك. حجز تذكرته بسهولة عبر الإنترنت وبدأ يستعد لرحلته بحماس. وصل إلى المطار مبكرًا، ومر بإجراءات الأمن دون مشاكل. بعد الإقلاع، استمتع بخدمة الضيافة على متن الطائرة وتأمل السماء الزرقاء خلال الرحلة. , بيوم مشمس، أحمد قرر يسافر عن طريق شركة الخطوط الجوية دلتا لنيويورك. حجز تذكرته بسهولة عبر النت وبدأ يجهز للرحلة بفرحة. وصل للمطار من وكت ومر من الأمن بدون مشاكل. بعد ما طارت الطيارة، استمتع بالخدمة وكام يطالع بالسماء الزرقة طول الرحلة.,Iraqi
 في أحد الأيام، قرر خالد أن يشتري إبريق قهوة جديد لأن القديم قد تكسر. ذهب إلى السوق وبحث في كل مكان حتى وجد إبريقًا أنيقًا يناسب ذوقه. بعد الشراء، عاد إلى المنزل وقام بإعداد أول قهوة في إبريقه الجديد ودعا أصدقائه لتذوقها. استمتع الجميع بالقهوة وأثنوا على جودة الإبريق الجديد. , بيوم من الأيام، خالد قرر يشتري إبريق قهوة جديد لأن القديم انكسر. راح للسوق ودور بكل مكان لحد ما لكى إبريق حلو يناسب ذوقه. بعد ما شراه، رجع للبيت وسوه أول جكلة قهوة بالإبريق الجديد وعزم ربعه يجربوها. الكل استمتعوا بالقهوة ومدحوا إبريق القهوة الجديد.,Iraqi
" في يوم من الأيام، بحث علي عن بيت جديد للإيجار. عندما وصل إلى البيت الذي أعجبه، سأل صاحب العقار: ""هل تحتوي على حمام ومرحاض؟"". أجابه الرجل بابتسامة: ""بالطبع، وهما مجهزان بأحدث التجهيزات"". فأحس علي بالراحة، لأنه كان يبحث عن المرافق الحديثة في منزله الجديد. "," بيوم من الايام، علي كان ديدور على دار يستأجرها. لمن وصل للدار الي عاجبته، سأل صاحب العقار: ""هاي الدار فيها حمام وخلاط؟"". صاحب العقار ابتسم وكاله: ""اكيد، وكلشي موجود ومجهز بالجديد"". علي حس بالراحة لأنه كان يدور على المرافق الحديثة بالبيت الجديد.",Iraqi
 كان هناك طالب يدرس للامتحان طوال الليل، وعندما جاء وقت الامتحان، شعر بالإرهاق الشديد. حاول التركيز ولكنه لم يستطع تذكر المعلومات جيداً. عندما نظر إلى الساعة، أدرك أن الوقت انتهى. شعر بخيبة أمل كبيرة وعزم على تنظيم وقته بشكل أفضل في المستقبل. , كان هناك طالب ديذاكر للامتحان طول الليل، ولما أجه وكت الامتحان، حس بتعب كلش زايد. حاول يشد حيله بس ما كدر يذكر المعلومات زين. يوم شاف الساعة، لاحظ إن الوقت انتهى. حس بنكسة كبيرة وقرر ينظم وقته أحسن من هسه فصاعداً.,Iraqi
 سمعت أن السيد يامادا عنده ولدان، فقررت أن أزوره في منزله الكبير. وعندما وصلت، رأيت الأولاد يلعبون في الحديقة وهما سعيدان جدا. السيد يامادا استقبلني بحفاوة وأظهر لي مكتبته الضخمة. وقبل أن أغادر، أهداني كتاباً قيماً كان يقرأه لأولاده كل ليلة. , سمعت أن الأستاذ يامادا عنده ولدين، فحبيت أزوره ببيته الكبير. لمن وصلت، شفت الصبيان يلعبون بالحديقة ومفرحين حيل. الأستاذ يامادا استقبلني بضيافة وخلاني أشوف مكتبته الكبيرة. وقبل لا أطلع، أعطاني كتاب ثمين كان دايماً يقريه لولديه بالليل.,Iraqi
 كنت أحلم دائمًا بالإبحار في البحر الأزرق الواسع، وفي يوم مشمس، قررت أن أحقق حلمي. أود أن أستأجر قارب شراعي فبدأت بالبحث عن مكان للإيجار. وجدت المكان المثالي وتعلمت أساسيات الإبحار. أخيرًا، أبحرت وشعرت بحرية لم أشعر بها من قبل. , دوم كنت أحلم أبحر بالبحر الأزرق الكبير، وبيوم مشمس، قررت أحقق حلمي. أريد أستأجر زورق شراعي، فبديت أدور على مكان أكري منه. لكيت المكان المثالي وتعلمت أساسيات الإبحار. وأخيرًا، أبحرت وحسيت بحرية ما حسيتها من قبل.,Iraqi
" في يومٍ مشمس، سألت الأم ابنها: ""هل بإمكانك عمل الأطباق في وقت لاحق؟"" فأجاب الابن بابتسامة وأكمل لعبته. بعد ساعات، وقف الابن في المطبخ يغسل الأطباق بينما يستمع إلى الموسيقى. شعر بسعادة لأنه أوفى بوعده لأمه. "," بيوم مشمس، الأم سألت ولدها: ""تكدر تغسل الصحون بعدين؟"" الولد ضحك وكمّل لعبته. بعد كم ساعة، وكف الولد بالمطبخ يغسل الصحون ويسمع موسيقى. حس بفرحة لأنه نفّذ وعده لأمه.",Iraqi
 كان أحمد في حاجة إلى موقد غاز جديد لمطبخه. ذهب إلى السوق وبحث في عدة محلات. وجد موقدًا يناسب ميزانيته واحتياجاته. قام بشرائه وعاد إلى منزله سعيدًا. , أحمد كان محتاج لموقد غاز جديد لمطبخه. راح للسوك ودور بعدة محلات. لكى واحد يناسب مصريفه واحتياجاته وشتراه. رد لبيته فرحان.,Iraqi
" كان يوسف يمتلك مبلغا من الدولارات الأمريكية وأراد تغييرها إلى جنيهات إسترلينية لرحلته إلى لندن. فذهب إلى مكتب الصرافة وسأل الصراف: ""هل يمكنك تغيير الدولارات الأمريكية إلى جنيهات إسترلينية؟"" فأجابه الصراف بأن السعر الحالي ممتاز للتحويل. فسر يوسف بذلك وقام بتبديل المبلغ، متطلعا لزيارة معالم لندن الشهيرة. "," يوسف كان عنده دولارات أمريكية ويريد يصرفها لجنيهات إسترلينية حتى يسافر لندن. راح لمكتب الصيرفة وسأل الصيرفي: ""تكدر تصرف الدولارات الأمريكية لجنيهات إسترلينية؟"" الصيرفي جاوبه إن السعر زين اليوم للتبديل. يوسف فرح وصرف الفلوس، متحمس يروح يشوف معالم لندن المشهورة.",Iraqi
 بالتأكيد يا سيدي. ما اسمك؟ قال الرجل العجوز وهو ينظر إليّ بعينين تملؤهما الحكمة. أجبته بأدب: اسمي عمر يا عمي. ثم سألني عن قصتي وكأنه يعرف أن هناك شيئاً ما خلف ستار الكلمات. وبعد حديث طويل، أدركت أن هذا الرجل قد يكون مفتاح حل لغز ماضي عائلتي. , طبعاً سيدي. شنو اسمك؟ كال الشيبة وهو يلمعني بعيونه الحكيمة. رديت عليه بأخلاق: اسمي عمر يا عمو. وبعدين سأل عن سالفتي كأنه دراي بشي مستور وره الكهرباء. وبعد سوالف طويلة، عرفت هذا الشيبة يمكن يكون مفتاح حل ألغاز تاريخ عايلتنا.,Iraqi
" في أحد الأيام, ذهب أحمد إلى عمله دون أن يلتزم بالزي الرسمي المعتاد. لاحظ رئيسه ذلك واستدعاه لمكتبه ليسأله عن السبب. أخبره أحمد أن ملابسه الرسمية تضررت بسبب عطل في الغسالة. تفهم الرئيس الموقف وسمح له بالعمل بملابسه العادية لهذا اليوم. "," بيوم من الأيام, راح أحمد على دوامه من دون ما يلبس الزي الرسمي. شافه المدير وناداه لمكتبه حتى يسأله ليش مو لابس مثل الكل. كلله أحمد إن الغسالة خربانة وما غسلت ملابسه الرسمية. المدير فهم الحالة وسمحله يداوم بملابسه العادية لهذا اليوم.",Iraqi
 ارجوا أن تحضر المرة القادمة فقط. عندما جاءت الفرصة التالية، لبى أحمد الدعوة وحضر. وجد نفسه في تجمع مليء بالمثقفين والأدباء. استمتع بالحديث معهم، وتعلم الكثير. , أتمنى تحضر المرة الجاية بس. لما أجت الفرصة الثانية، أحمد استجاب للدعوة وحضر. لكى نفسه بتجمع مليان بالمثقفين والأدباء. استمتع بالسوالف معاهم وتعلم هوايه.,Iraqi
 كان يحيى غير متأكد إذا كان قد حزم ملابس كافية لرحلة مدتها ثلاثة أيام. فتح الحقيبة مرة أخرى وأضاف بعض القمصان والجوارب. لم ينسَ أخذ شاحن الهاتف والكاميرا لتوثيق اللحظات. وعندما وصل الى وجهته، شعر بالراحة لأنه أعد كل شيء بشكل جيد. , يحيى ما كان متأكد إذا كان حضّر أغراض كافية لرحلة ثلاث أيام. فتح الشنطة مرة ثانية وضاف كم قميص وجرابات. ما نسة ياخذ معاه شاحن الموبايل والكاميرا حتى يوثق الذكريات. ولمّا وصل للمكان الي رايحله، حس بالراحة لأنه كان مجهز كلشي زين.,Iraqi
 في يوم من الأيام، وجد أحمد عملة نادرة وقيمتها دولاران لكل واحدة. قرر بيعها في المزاد العالمي. تجمع الناس من كل مكان لرؤية العملة النادرة. وفي النهاية، بيعت العملة بألف دولار. , بيوم من الأيام، لكة أحمد دراهم نادرة وكل وحدة بيها تسوة دولارين. قرر يبيعها بالمزاد العالمي. الناس اجتمعوا من كل مكان ليشوفوا الدراهم النادرة. وبالآخر، انباعت الدراهم بألف دولار.,Iraqi
 لقد تأكدنا جميعا من أن الكراسات قد أرسلت إليكم عن طريق البريد. في اليوم التالي، كان الجميع في المكتب يترقبون وصول الرد. لكن مرت الأيام ولم تأت أي إشارة من المستلم. وأخيرًا، بعد أسبوعين، وصلت برقية تؤكد استلام الكراسات وشكرهم على المحتوى القيم. , كلنه تأكدنا الكراسات انرسلت لكم بالبريد. ثاني يوم، الكل بالمكتب كانوا ينتظرون الرد يجي. بس الأيام مرت وماكو أي إشارة من اللي استلم. وبالأخير، بعد مضت اسبوعين، وصلتنه برقية تؤكد استلام الكراسات ويشكرونا على المحتوى الفايد.,Iraqi
 في أحد الأيام، وجد حسام أن الكاشفات الخلفية لسيارته لا تعمل. قرر أن يفحص المشكلة بنفسه قبل الذهاب إلى الورشة. بعد فحص دقيق، اكتشف أن هناك فقط مصباح محترق. استبدله حسام وعادت الكاشفات لتعمل بكفاءة. , بيوم، حسام اكتشف إن الأنوار الخلفية بالسيارة ما تشتغل. قرر يفحص الخراب بنفسه قبل لا يروح للميكانيكي. يوم دقق بالتفتيش، لكى إنو بس مصباح واحد محترق. غيّره حسام والأنوار الخلفية رجعت تشتغل زين.,Iraqi
 ذهب يوسف إلى السوق ليشتري قفازات جلدية. وجد محلاً يعرض أنواعاً مختلفة وطلب من البائع أن يريه بعضها. جرب يوسف عدة قفازات حتى وجد الزوج المناسب. شعر بالرضا عندما اشترى القفازات الجلدية المثالية. , راح يوسف للسوق يشتري كفوف جلد. لكه محل وية أنواع مختلفة وكلله للبياع يراويه شوية منهن. جرب يوسف كم جوز لمن لكه الي يناسبه. حس بفرح شديد لما شره الكفوف الجلدية الشغلة.,Iraqi
 لقد تعطلت العربة في طريق ناء. استدعى أحمد الميكانيكي على الفور. وصل الميكانيكي بأدواته وبدأ بالعمل. بعد ساعة، عادت العربة للعمل مجدداً. , السيارة تعطلت بطريق ناحية. أحمد إتصل بالميكانيكي بسرعة. الميكانيكي وصل ويا أدواته وشرع بالعمل. بعد ساعة، رجعت السيارة تشتغل مرة ثانية.,Iraqi
 في يوم من الأيام كان هناك طفل يدعى يوسف يبلغ من العمر ست سنوات، كان يحب القراءة كثيرًا. ذهب يوسف مع والدته إلى المكتبة ليختار كتابًا مصورًا. وجد كتابًا عن المغامرات الفضائية وأحبه من النظرة الأولى. أصبحت قصص الفضاء موضوعه المفضل وكان يحلم بأن يصبح رائد فضاء. , بيوم من الأيام، كان أكو ولد اسمه يوسف عمره ستة سنوات، يحب القراءة وايد. يوسف راح ويه أمه للمكتبة حتى يختار كتاب بصور. لكه كتاب عن المغامرات الفضائية وعجبه من أول مرة. قصص الفضاء صارت الشي اللي يحبه أكثر وصار يحلم يصير رائد فضاء.,Iraqi
 طلب أحمد من جاره محمود أن يحفظ له أشيائه الثمينة أثناء سفره. وافق محمود على ذلك بكل سرور واعدًا بأن يعتني بها كأنها له. لكن عندما عاد أحمد، وجد أن جاره قد انتقل إلى مدينة أخرى. شعر أحمد بخيبة أمل كبيرة، لكنه تعلم درسًا قيمًا عن الثقة. , طلب أحمد من جيرانه محمود يحافظ على أغراضه الثمينة وهو مسافر. محمود وافق وكَلّه أنه راح يهتم بيها كأنها مالته. بس يوم ردّ أحمد، لكه محمود انتقل لمدينة ثانية. أحمد حس بخيبة أمل كبيرة، بس تعلّم درس عن الثقة.,Iraqi
 مرحباً هاري. أشكرك على دعوتك لنا. استقبل هاري الضيوف بحفاوة وأعد لهم مأدبة طعام شهية. تبادل الجميع الأحاديث والذكريات، وكان الجو مليئًا بالضحك والسرور. في نهاية الليل، شكر الضيوف هاري على كرمه ووعدوا بتكرار الزيارة. , هلا هاري. شكرًا على دعوتك لينا. هاري استقبل الضيوف بحب وسوالهم عشة كلش طيبة. الكل تبادل الحجايات والذكريات، والفرحة ملت المكان. بآخر الليل، الضيوف شكرو هاري على ضيافته ووعدو يجون مرة ثانية.,Iraqi
 ذهب ماجد إلى المطعم الفرنسي الفاخر وطلب من النادل توصية لنوع نبيذ أبيض يتماشى مع وجبته. حسناً، أود أن أجرب النبيذ الأبيض، قال ماجد وهو يشير إلى القائمة. بعد أن تذوق النبيذ، وجد أن مذاقه رائع ويكمل الطعام بشكل مثالي. انتهى العشاء وماجد شعر بالسعادة من تجربته الجديدة وقرر أن يزور المطعم مرة أخرى. , ماجد راح لمطعم فرنسي راقي وطلب من الجرسون ينصحه بأحسن نوعية نبيذ أبيض تلائم أكلته. زين، أريد أجرب النبيذ الأبيض، قال ماجد وهو يشير على القائمة. يوم جرب النبيذ، حس بطعمة زين ويتماشى ويا الأكل بشكل مثالي. العشا انتهى وماجد حس بفرحة من تجربته الجديدة وقرر يرجع يزور المطعم مرة ثانية.,Iraqi
 في ليلة مظلمة، قرر مجموعة من الأصدقاء زيارة السينما لمشاهدة فيلم رعب جديد. وبينما هم جالسون ينتظرون بدء العرض، شعروا بأجواء غامضة تحيط بهم. إنهم في السينما حتى وقتنا هذا، يندمجون مع أحداث الفيلم المثيرة. وبعد انتهاء الفيلم، خرجوا وهم يتحدثون عن مدى روعته ويخططون لزيارة أخرى. , بليلة ظلمة، قررت مجموعة من الاصدقاء يروحون للسينما حتى يشاهدون فلم رعب جديد. وهمة جالسين ينتظرون الفلم يبدي، حسوا بجو غريب يلف حواليهم. همة لحد الحين بالسينما، مندمجين ويا الأحداث المثيرة للفلم. وبعد ما انتهى الفلم، طلعوا يحچون عن شكد كان الفلم روعة ويخططون لزيارة ثانية.,Iraqi
 في يومٍ مشمس، وجد علي حقيبةً في الطريق وبداخلها مبلغ كبير من المال. شعر بالحيرة فيما يجب أن يفعل، ولكن قرر في النهاية أن يبحث عن صاحب الحقيبة. بعد أيام من البحث، عثر علي على صاحب الحقيبة الذي كان يبحث عنها بقلق. سلمها له، وكان صاحبها ممتناً جداً لأمانته، وأخبره أن بها حوالي ألف دولار. , بيوم مشمس، لكى علي كيس بالشارع وبيه فلوس واجد. تحير شيسوي، بس قرر يرجع الكيس لصاحبه. بعد أيام من الدوران، لكى صاحب الكيس اللي كان يدور وياه خايف. سلمه الكيس، وصاحبه كله شكر على أمانته وكله كان بيه حوالي ألف دولار.,Iraqi
 في يومٍ مشمسٍ، قرر أحمد الذهاب في نزهة إلى الغابة. وبينما هو يمشي، تعثر بجذر شجرة وسقط أرضاً، وهنا أدرك أن خطأه كان عدم الانتباه للطريق. وقف ونفض الغبار عن ملابسه، وابتسم متقبلاً الدرس الذي تعلمه. , بيوم مشمس حلو، أحمد قرر يروح للغابة يتمشى. أثناء مشيه، كع على جذر شجرة وطاح على الأرض، وهناك فهم إن الغلط كان منه لأن ما كان منتبه للطريق. وگف ونفض الغبار عن ثيابه، وابتسم متعلم من الدرس اللي استوعبه.,Iraqi
 وجد محمود نفسه بحاجة لمشابك الغسيل بعد أن تساقطت الأمطار. فقد كان ينشر الغسيل في الخارج ولم يتوقع هطول الأمطار. أسرع في جمع الملابس المبتلة ولكنه اكتشف أن المشابك لم تعد كافية. توجه إلى السوق لشراء مشابك جديدة ليتمكن من نشر الغسيل مجدداً. , محمود لكه نفسه محتاج لمشابك الغسيل بعد ما نزلت الأمطار. كان معلك الثياب بره وما توقع ينزل مطر. دكَ على طول يجمع الثياب الرطبة بس اكتشف إن المشابك مو كافية. راح للسوق يشتري مشابك جديدة حتى يكدر يعلك الغسيل مرة ثانية.,Iraqi
" في أحد الأيام، سأل محمد صديقه أحمد عن مصدر الأقراص المدمجة التي يبيعها في متجره. فأجاب أحمد بابتسامة، ""هذه الأقراص مستوردة من بلدان عديدة لضمان جودة عالية."" ثم تحدثا عن كيفية تأثير الجودة على رضا الزبائن. وفي النهاية، قرر محمد أن يطلب دفعة من الأقراص المدمجة لمتجره. "," بيوم، محمد سأل رفيجه أحمد منين جايب السيديات إللي يبيعهن بمحله. أحمد ابتسم وقال، ""هاي السيديات مستوردات من دول كثيرة حتى نضمن الجودة العالية."" ومن بعدها تحاوروا عن كيف الجودة تفرق برضا الزباين. وآخر شي، محمد قرر يطلب شوية سيديات لمحله.",Iraqi
 قرر أحمد أن يدرس المحادثة بالإنجليزية لتحسين لغته. انضم إلى دورة مكثفة وبدأ يمارس يوميًا مع زملائه. شعر بتحسن كبير في قدرته على التواصل. بعد عدة أشهر، أصبح قادرًا على إجراء محادثات معقدة بطلاقة. , أحمد قرر يدرس السوالف بالإنجليزي حتى يطور لغته. سجل بدورة مكثفة وصار يتمرن كل يوم ويا ربعه. حس بتحسن كبير بقدرته على الحجي. بعد كم شهر، صار يكدر يسوي حجايات معقدة بالإنجليزي بسلاسة.,Iraqi
 لقد قرأت مؤخرًا كتابًا يتحدث عن الشجاعة والإصرار. كانت الشخصية الرئيسية فتاة تواجه تحديات كثيرة ولكنها لم تستسلم أبدًا. في كل مرة تسقط، تنهض أقوى مما كانت عليه. الكتاب علمني أن الإرادة يمكن أن تغير الواقع. , قريت كتاب هواي حديثاً عن الشجاعة والإصرار. الشخصية الرئيسية كانت بنية تواجه تحديات وايد بس ما استسلمت. كل مرة تطيح، ترجع تكوم أقوى من قبل. الكتاب علمني إن الإرادة تكدر تغير الواقع.,Iraqi
 سافر أحمد إلى نيويورك ليبدأ عملاً جديداً، وقرر أن يقيم مع صديق قديم هناك. خلال إقامته، تعرف على ثقافة المدينة الفريدة وأصبح يحب الحياة فيها. عمل جاهداً وأصبح معروفاً في مجاله. ومع الوقت، استطاع أن يحصل على شقة خاصة به في قلب المدينة. , أحمد راح لنيويورك حتى يبدأ شغل جديد، وقرر يعيش ويه صديقه القديم. هناك، تعلم عن ثقافة المدينة الخاصة وحب يعيش بيها. اشتغل بكد وصار معروف بعمله. وبعد فترة، استطاع يشتري بيت بوسط المدينة.,Iraqi
 إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى. ذهبت إلى المقهى المعتاد لأقابل صديقا قديما. جلست أنتظره وسط رائحة القهوة العربية الزكية. ولكن مرت الساعات ولم يأت صديقي كما وعد. في النهاية، قررت أن أغادر وأنا أشعر بخيبة أمل. , إذا سأل أحد عليه قله راح أكون بالكهوة. رحت للكهوة اللي دائماً أروحلها علمود أشوف رفيجي القديم. قعدت أنطره ونحن نشم ريحة القهوة العربية الطيبة. بس مرت الساعات وما يا رفيجي مثل ما وعد. آخر شي قررت أطلع وأني متضايق.,Iraqi
 أنا متأكد أني وضعتها بالجيب الداخلي للمعطف. ولكن عندما بحثت عنها، لم أجدها. شعرت بالقلق وبدأت بالبحث في كل مكان. وفي النهاية، وجدتها تحت الكرسي. , أنا متأكد إني حطيتها بالجيب الجوى للمعطف. بس يوم دورت عليها، ما كاعد ألكاها. زعلت وشرعت أدور بكل مكان. وبالنهاية، لكيتها تحت الكرسي.,Iraqi
" وجد أحمد نفسه في مدينة جديدة، وكان يحمل أمتعة ثقيلة. سأل أحمد الحارس: ""هل عندك مكان من الممكن أن أترك فيه أمتعتي؟"" فأشار الحارس إلى غرفة صغيرة خصصت لتخزين الأمتعة. شعر أحمد بارتياح كبير عندما ترك حقائبه وبدأ يستكشف المدينة بحرية. "," لكى أحمد روحه بمدينة جديدة وياه أغراض ثقيلة. كلم الحارس وقاله: ""عدكم مكان أكدر أخلي بيه أغراضي؟"" الحارس دله على غرفة صغيرونة للأمتعة. أحمد حس براحة كبيرة من بعد ما خلا أغراضه وصار يتمشى بالمدينة بدون شيلة.",Iraqi
 جئت إلى المدينة لأنجز مهمة مهمة. في أثناء تجولي، صادفت رجلاً يحتاج المساعدة. قررت أن أقدم له يد العون، فتأخرت عن عملي. في النهاية، كانت المساعدة التي قدمتها أهم من العمل الذي أتيت لأجله. , أجيت للمدينة حتى أكمل مهمة مهمة. وأنا ماشي، لكيت رجال يحتاج مساعدة. قررت أساعده، وبهاي أجلت عن شغلي. بالنهاية، المساعدة اللي قدمتها كانت أهم من الشغل اللي أجيت من أجله.,Iraqi
 كان أحمد يبحث عن مدرسة غوص ليتعلم فيها. وجد واحدة مشهورة بمدربيها الماهرين وسجل فيها. تعلم الغوص بسرعة وأصبح من الغواصين المحترفين. الآن يعمل مدربًا في نفس المدرسة ليعلم الآخرين. , أحمد كان يدور على مدرسة غوص حتى يتعلم بيها. لكه وحدة معروفة بمدربيها المهرة وسجل بيها. بسرعة تعلم الغوص وصار واحد من الغواصين المحترفين. هسه صار يشتغل مدرب بنفس المدرسة حتى يعلم الناس.,Iraqi
" في أحد الأسواق الصاخبة، سأل خالد البائع: ""كم يكون السعر شاملاً الضرائب؟"" فأجابه البائع بابتسامة: ""السعر مع الضرائب سيكون مائة ريال."" شعر خالد بالرضا لأن السعر كان مناسباً، فقرر شراء القطعة على الفور. وبذلك، غادر خالد السوق وهو يحمل مشترياته، مسروراً بتجربة الشراء الناجحة. "," بسوق زحمة، خالد سأل البياع: ""شكد يصير السعر ويا الضرايب؟"" البياع ابتسم ورد عليه: ""السعر ويا الضرايب راح يكون مية دينار."" خالد ارتاح لأن السعر كان مناسب، فقرر يشتري الشي على طول. وجذي، طلع خالد من السوق واهو مستانس وياه مشترياته، مرتاح للشراء الزين اللي سواه.",Iraqi
" في أحد الأيام، كان هناك رجل يأكل الشاورما بشهية كبيرة. وبينما هو منهمك في الأكل، سقطت قطعة من اللحم على قميصه الأبيض. صاح بدهشة وإزعاج: ""أعطني بعض المناديل الورقية!"" فأسرع النادل ليساعده، وابتسم الجميع لطرافة الموقف. "," بيوم من الأيام، كان أكو واحد ياكل شاورما بشهية كبيرة. وهو مشغول بالأكل، نزلت قطعة من اللحم على قميصه الأبيض. صاح مستغرب ومعصب: ""عطيني شويه مناديل ورق!"" النادل ركض يساعده، والكل ضحكوا على الموقف.",Iraqi
 في الشقة المجاورة، يعيش شاب يحب الاستمتاع بوقته مع أصدقائه. كان دائمًا يقيم الحفلات التي تستمر حتى الصباح. أزعجت الضوضاء الدائمة الجيران الهادئين. في النهاية، قرروا التحدث معه وتوصلوا إلى حل يرضي الجميع. , بالشقة الي جانبنا، واحد شاب يعيش يحب يقضي وكته ويه رفاكه. دوم يسوي سهرات تستمر للصبح. الضجة الكبيرة زعجت الجيران الهادين. بالأخير، قرروا يحچون وياه ولگوا حل يرضي الكل.,Iraqi
 نعم ، دكتور كريبس لا يفحص أي مريض بدون موعد مسبق. في يوم من الأيام، حاول مريض الدخول بدون موعد، لكن الدكتور رفض. شعر المريض باليأس وجلس خارج العيادة ينتظر. بعد ساعات، شعر الدكتور بالرحمة وقرر فحص المريض. , أي، دكتور كريبس ما يفحص أي مريض بدون موعد مسبق. بيوم، حاول مريض يدخل بلا موعد، بس الدكتور ما قبل. المريض حس باليأس وجلس برة العيادة ينتظر. بعد سويعات، الدكتور استرحم وقرر يفحص المريض.,Iraqi
 هل يمكن أن تخبرين باسم ورقم الطرف الذي تريد الاتصال به؟، فقد كانت ريم تحاول الوصول إلى صديقتها القديمة ليلى ولكنها نسيت رقمها. بحثت في دفتر عناوينها القديم دون جدوى، فقررت الاستعانة بخدمة الاستعلامات الهاتفية. استجابت الموظفة على الطرف الآخر بكل أدب وقدمت لها المعلومات اللازمة. وبفضل هذه المساعدة، تمكنت ريم أخيرًا من الاتصال بليلى واستعادتا ذكريات الأيام الجميلة التي قضتاها معًا. , شنو اسم ورقم الشخص اللي تريدين تتصلين بيه؟، ريم كانت تريد تتصل بصديقتها القديمة ليلى بس ناسية رقمها. دورت بالدفتر القديم مالها ما لكته، فقررت تستخدم خدمة الاستعلامات الهاتفية. الموظفة من الطرف الثاني كانت مؤدبة وعطتها الرقم، وبهاي المساعدة، ريم قدرت أخيراً تتصل بليلى ورجعوا يستذكرون الأيام الحلوة اللي عاشوها سوية.,Iraqi
" هل هذه هدية؟ سأل الطفل والده بفضول شديد. ابتسم الأب وأعطاه الصندوق الصغير، ""نعم يا بُني، هذه لك"". فتح الطفل الهدية بحماس ليجد داخلها ساعة جميلة. شعر بسعادة غامرة وعانق والده بحب. "," هاي هدية؟ سأل الولد أبوه وهو فضولي كلش. الأب ابتسم ومد العلبة الصغيرة اله، ""إي نعم يا ولدي، هاي إلك"". الولد فتح الهدية بكل حماس وشاف داخلها ساعة حلوة. حس بفرحة كبيرة وضم أبوه بحنية.",Iraqi
