MSA,Sudanese,lang
" في يوم مشمس، قرر أحمد السفر إلى المدينة المجاورة. عندما وصل إلى المحطة، طلب من الموظف: ""أريد مقعدًا بالقرب من النافذة، من فضلك"". جلس أحمد بجوار النافذة، يتأمل الطبيعة الخلابة خلال رحلته. وصل إلى وجهته مستمتعًا بجمال الريف الذي لاحظه خلال الطريق. "," في يوم ضواحي، قرر ود أحمد يمشي للبلد الجمبنا ديك. لما وصل للمحطة، قال للزول داك: ""عايز لي كرسي جمب الشباك، لو سمحت"". قعد ود أحمد جمب الشباك، وقعد يتفرج على الخضرة والجمال في السكة. وصل للمكان البغاه، وهو مبسوط بالقرى والزرع الشافهم في الطريق. ",Sudanese
 كان أحمد يتساءل إن كان بإمكانه استخدام تذكرة اشتراك القطار الأوروبي في رحلته. فذهب إلى المحطة وسأل الموظف، فأكد له أن التذكرة صالحة. شعر أحمد بالسعادة لأنه سيوفر الكثير من المال. ومنذ ذلك الحين، أصبح يستخدم القطار دائمًا في تنقلاته الأوروبية. , أحمد كان حاير يقدر يستخدم تذكرة الاشتراك الأوروبية في سفرتو ولا لا. راح المحطة وسأل الزول القاعد هناك، الزول قال ليهو إنها ماشة. أحمد فرح شديد لأنو حا يوفر قروش كتيرة. ومن يومها وهو دايمًا بركب القطر في سفراتو في أوروبا. ,Sudanese
 سأل أحمد صديقه عن الوقت اللازم للسفر إلى اليابان. فأجابه صديقه أن الرحلة تستغرق حوالي عشر ساعات طيران. شعر أحمد بالحماسة لزيارة طوكيو والتعرف على ثقافتها. بدأ في التخطيط لرحلته وجمع المعلومات اللازمة لهذه المغامرة. , أحمد سأل صاحبو كم لازم يقعد في الطيارة عشان يوصل لليابان. صاحبو قال ليهو تقريباً عشرة ساعات طيران. أحمد اتحمس شديد لزيارة طوكيو وعايز يتعرف على الثقافة هناك. قام أحمد بالتجهيز للسفر وقعد يجمع معلومات عن الرحلة دي. ,Sudanese
" كان الرجل يخطط لرحلة في الصحراء وسأل العابر، ""هل لديك خرائط للطرق؟"" فأجاب العابر ""نعم، ويمكنني مساعدتك في التخطيط لمسارك."" شكره الرجل وبدأ يدرس الخرائط بعناية. وبفضل المساعدة التي حصل عليها، تمكن من إكمال رحلته بنجاح. "," واحد كان عايز يسافر في الصحراء وسأل واحد قال ليهو ""انت عندك خريطة للطريق؟"" الزول قال ليهو ""أيوه، وأقدر أساعدك تخطط لي طريقك."" الراجل شكرو وبدأ يقرا في الخرائط بتأني. وبالمساعدة الحصل عليها، قدر يكمل سفرتو بي نجاح. ",Sudanese
 أوه، نعم. لقد قرأت عنه في الدليل. فقررت أن أزور ذلك المكان العجيب. وعندما وصلت، وجدت تحفًا فنية قديمة أذهلتني. بقيت هناك لساعات أتأمل الجمال والإبداع الإنساني. , أيوه، إي. أنا قريت عنو في الدليل. عشان كدا قررت أمشي أشوف المكان داك العجيب داك. ولما وصلت، لقيت حاجات فنية قديمة خلتني أنبهر. قعدت هناك ساعات أتفرج وأندهش من الجمال والصنعة. ,Sudanese
 لقد طلبت ثلاثة أكواب من الشاي، لكن لم يأتِ إلا اثنين فقط. فغضبتُ من النادل واشتكيتُ للمدير. فاعتذر النادل بأدب وشرح أن هناك خطأ في المطبخ. وفي النهاية، أحضر لي كوب الشاي الثالث مع حلوى مجانية تعويضًا. , طلبت تلاتة كبايات شاي، لكن جاتني اتنين بس. قمت معصب على الجرسون وشكيت للمدير. الجرسون اعتذر بأدب وقال في غلط في المطبخ. والآخرة، جاب لي الكباية التالتة وحاجة حلوة ساكت مجان. ,Sudanese
 في مدينة صغيرة، وجدت مريم الأجهزة الكهربائية رخيصة جداً، فاشترت كل ما تحتاجه لمنزلها الجديد. لكنها اكتشفت أن مصاريف الأكل والسكن مرتفعة جداً، مما جعل ميزانيتها محدودة. بدأت مريم بالبحث عن عروض خاصة للطعام والسكن. واستطاعت أخيراً أن تجد توازناً مالياً يسمح لها بالعيش براحة. , في بلد صغيرة، مريم لقت الحاجات الكهربائية رخيصة خالص، عشان كدة اشترت كل الحاجات اللازمة لبيتها الجديد. لكن اكتشفت إنو تكلفة الأكل والسكن غالية شديد، الحاجة دي خلت الميزانية تبقى ضيقة. مريم بدت تدور على عروض للأكل والسكن. وفي الآخر قدرت تلاقي توازن في المصاريف عشان تعيش مرتاحة. ,Sudanese
" في يوم مشمس جميل، قرر أحمد أن يأخذ طعامه ويتناوله في الحديقة. وجد مكانًا هادئًا تحت شجرة كبيرة وانتشرت رائحة الزهور في الهواء. بينما هو يأكل، التقى بعصفور صغير جاء يشاركه الفتات. ضحك أحمد وقال: ""سأتناولها بالخارج أكثر في المرات القادمة"". "," في يوم حلو والشمس ضاربة، أحمد قرر ياخد أكلو وياكل في الجنينة. لقى ليهو مكان هادي تحت ضل شجرة كبيرة وريحة الورود فايحة. وهو قاعد ياكل، جاهو عصفور صغيرون عاوز يشاركو الفتافيت. أحمد ضحك وقال: ""سأتناولها بالخارج أكتر المرة الجاية"". ",Sudanese
 كان علي يسافر كثيرًا بسبب عمله، وفي كل مرة يذهب إلى اليابان يتأكد من شراء بعض الملابس التقليدية. غالبًا ما أخذ مقاس اثنتي وعشرين في اليابان. وجد صعوبة في العثور على هذا المقاس في بلدان أخرى، لكن في اليابان كان الأمر أسهل. كان يعتز بتلك الملابس ويعتبرها تذكارات ثمينة من رحلاته. , علي دايماً بسافر كتير عشان شغلو، وكل مرة يمشي لليابان بيتأكد يشتري ليهو شوية هدوم تقليدية. غالباً بياخد المقاس اتنين وعشرين في اليابان. كان بلاقي صعوبة يلقى المقاس ده في بلاد تانية، لكن في اليابان دايماً الأمر بكون سهل. كان بيحتفظ بيهم هدوم زي تذكارات غالية من سفراتو. ,Sudanese
 في يوم مشمس، سأل خالد عن ساعات عمل متحف الفن فأجابه الحارس بأن المتحف يفتح أبوابه من الثامنة صباحًا حتى السادسة مساءً. ملئ خالد بالحماس لزيارة المتحف، فقد كان يعشق الفنون بشتى أنواعها. عند وصوله، غمرته الدهشة من الأعمال الفنية العظيمة التي شاهدها، وقضى اليوم كله يتجول بين اللوحات والتماثيل. عند الخروج، شكر خالد الحارس على معلوماته وعزم على العودة مرة أخرى. , في يوم ضوّاق، خالد سأل عن ساعات شغل متحف الفنون، البواب قال ليهو يفتح من الثمانية الصباح لحدي السِتة المغرب. خالد اتحمس جداً للزيارة، لأنو بجد بيحب الفنون بكل أشكالا. لما وصل المتحف، انبهر بالأعمال الفنية الكبيرة إلّي شافها، وقعد اليوم كلو يتمشى بين الصور والتماثيل. لما طلع، شكر خالد البواب على الكلام الصاح وحزم على إنو يرجع تاني. ,Sudanese
" كان هناك رجل يريد شراء سلعة من السوق. عندما اختار ما يحتاجه، سأل البائع ""أين يجب أن أدفع؟"". أشار البائع إلى زاوية السوق حيث كانت الصندوق. ذهب الرجل وأدى الثمن ثم غادر مسروراً بما اشترى. "," كان في زول حابب يشتري حاجات من السوق. لما اختار الحاجات البيحتاجها، قال للبتاع ""بدفع وين؟"". البتاع إشر ليهو على ركن السوق وين ماكينة الكاش. مشى الزول دفع القروش ومشى مبسوط بالحاجات الاشتراها. ",Sudanese
 وجد أحمد كارتاً على الأرض فنظر إليه ملياً وتساءل عن صاحبه. قرر أن يبحث عن صاحب الكارت ليعيده إليه. بعد البحث والسؤال في الحي، تمكن أحمد من العثور على صاحب الكارت. سلم الكارت إلى صاحبه وشعر بالسعادة لأنه قام بعمل طيب. , لقى أحمد كارت في الواطة، جار ليهو نظرة طويلة وبقى يفكر مين يكون صاحبو. قال لنفسو أنو حيدور على صاحب الكارت داك عشان يرجعو ليهو. بعد ما سأل الناس في الحلة، أحمد قدر يلقى الزول البتاع الكارت. أداهو الكارت واتحسس بفرحة كبيرة لأنو عمل حاجة كويسة. ,Sudanese
 كانت هذه أول رحلة خارجية لأحمد. شعر بالحماس لاستكشاف ثقافات جديدة. عقد العزم على تعلم بعض كلمات اللغة الجديدة. ووجد في نهاية الرحلة أنه قد أصبح أكثر انفتاحًا وتقبلاً للآخر. , دا كانت أول سفرية برة البلد لأحمد. حس بحماس شديد ياخي للمغامرة ولقاء ناس جُداد. كان قايل حايتعلم كم كلمة من لغة البلد الجديدة ديك. ولقى نفسو بعد ما الرحلة خلصت اتغيّر وصبح أكتر انفتاحاً وقبول للأخرين. ,Sudanese
" كان هناك كتابان على الطاولة، أحدهما للمبتدئين والآخر للمتقدمين. سأل الطالب الجديد المعلم أيهما الخاص بمنهج المبتدئين. ابتسم المعلم وأشار إلى الكتاب ذو الغلاف الملون قائلاً: ""هذا هو لك"". شعر الطالب بسعادة وبدأ في تصفح الكتاب استعدادًا لرحلته التعليمية. "," كان في كتابين على الطاولة، واحد للمبتدئين والتاني للمتقدمين. الطالب الجديد سأل المعلم أي واحد منهم للمبتدئين. المعلم ابتسم وأشار للكتاب الفيهو الوان وقال: ""دي ليك انت"". الطالب حس بفرحة وبدا يقلب في الكتاب جاهز للدراسة. ",Sudanese
 بالتأكيد هذا البلد به أكثر من نوع من الفاكهة. في يوم من الأيام، قرر أحمد أن يزور السوق ليشتري بعض الفواكه المتنوعة. وجد تشكيلة واسعة من الفاكهة المحلية والاستوائية، فأحب أن يجرب الأنواع التي لم يسبق له تذوقها. انتهى به الأمر وهو يحمل أكياسًا مليئة بالفواكه الشهية التي تعكس تنوع الثقافات في بلده. , أكيد البلد ده فيهو فواكه كتيرة ومختلفة. في يوم، أحمد قرر يمشي السوق يشتري ليهو فواكه متنوعة. لقى مجموعة كبيرة من الفواكه المحلية والاستوائية، قام حب يجرب النوعيات الجديدة ال ما ذاقها قبل كدة. في النهاية، رجع البيت شايل أكياس ملانة بالفواكه اللذيذة البتعبر عن تنوع الثقافات في بلدو. ,Sudanese
 وجد محمد حقيبة في الحديقة وشعر بالفضول ليعرف محتوياتها. قرر أن يأخذها إلى البيت ليتثبت منها بأمان. عند فتحها، اكتشف أنها مليئة بالكتب النادرة. شعر بالمسؤولية للبحث عن صاحب الحقيبة وإعادتها. , لقى محمد شنطة في الحديقة واتحير عايز يعرف شنو جواها. قرر ياخدها البيت ويتأكد منها كويس. لما فتحها، لقى إنها مليانة كتب نادرة. حس بالمسؤولية يدور على صاحب الشنطة ويرجعها ليهو. ,Sudanese
 كان يحيى يتزلج على المنحدر عندما شعر بالجوع، فسأل أحد المارة عن وجود مطاعم قريبة. أخبره الرجل أن هناك مقهى صغير على قمة التل. توجه يحيى نحو المقهى واستمتع بوجبة دافئة مع إطلالة رائعة. شعر بالسعادة والامتنان لذلك اليوم المثالي. , كان يحيى بيتزلج على المنحدر وجاتو الجوعة، فسأل واحد من الناس الفاتين هناك عن مطعم قريب. الزول قال ليهو فيه شاي بتاع قهوة فوق الطلة هناك. يحيى مشى للقهوة وكل وجبة حارة وهو بيتفرج على المنظر الجميل. حس بفرحة وشكر لليوم الممتاز ده. ,Sudanese
 لقد نسيت خالد مفتاحه داخل البيت وأغلق الباب خلفه. طرق الأبواب المجاورة بحثاً عن مساعدة. استجاب له جاره العجوز وأعطاه مفتاحاً احتياطياً. شعر خالد بالامتنان لوجود جيران مثل هذا الرجل الطيب. , خالد نسي مفتاحو جوه البيت وقفل الباب وراهو. دق البيوت الجيران عشان يلقي مساعدة. الجار الزول الكبير استجاب ليهو واداهو مفتاح تحتي. خالد حس بامتنان شديد لوجود جيران زي الزول الطيب ده. ,Sudanese
" في أحد الأيام، ذهب خالد إلى محل صرافة ليحول بعض الدولارات الأمريكية إلى الين الياباني. وقف في الطابور ينتظر دوره، متأملاً في كيف ستساعده هذه العملة في رحلته القادمة إلى طوكيو. عندما وصل دوره، قال للصراف: ""حول هذه الدولارات الأمريكية إلى الين الياباني، من فضلك"". ابتسم الصراف وأنجز المعاملة بسرعة، وهكذا بدأت مغامرة خالد في اليابان بخطوة أولى ناجحة. "," في يوم من الأيام، خالد راح لمحل الصرافة عشان يغير دولاراتو لين ياباني. وقف طابور يستنى دورو، بيفكر كيف الفلوس دي ح تفيدو في سفرتو الجاية لطوكيو. لما جا دورو، قال للصراف: ""غير لي الدولارات دي لين ياباني، لو سمحت"". الصراف ضحك وخلص ليهو الشغلانة بسرعة، وكده بدأت مغامرة خالد في اليابان بأول خطوة موفقة. ",Sudanese
" وجد أحمد نفسه في المطار، يحتضن صديقه الذي سيسافر إلى بلد بعيد. شعر بثقل في قلبه والدموع تتجمع في عينيه. حاول أن يبتسم لكن عيناه خانتاه. وفي النهاية، لم يستطع سوى همس ""من الصعب قول كلمة وداعاً"". "," لقى أحمد نفسو في المطار، ماسك في صاحبو البمشي لبلد بعيد. حس بثقل في قلبو والدموع بدت تتلم في عيونو. حاول يضحك لكن عيونو خانتو. وفي الآخر، ما قدر يقول غير ""الوداع ده كلمة صعبة"". ",Sudanese
" في إحدى المدن الصغيرة، سأل رجل مارًّا: ""هل هذا مكتب الاستقبال؟ هل يوجد عيادة قريبة؟"" فأجابه المارّ بأدب: ""نعم، توجد عيادة خلف هذا البناء مباشرةً."" شكره الرجل وتوجه إلى العيادة، وهناك تلقى الرعاية الطبية التي كان يحتاجها. "," في واحد من الأحياء الصغيرة، راجل سأل شخص ماشي: ""دي مكتب الاستقبال؟ في عيادة قريبة من هنا؟"" الشخص الرد عليهو بأدب: ""أيوه، في عيادة ورا البناية دي على طول."" الراجل شكره ومشى للعيادة، وهناك أخد العلاج الكان محتاج ليهو. ",Sudanese
" في أحد المطاعم الشهيرة، جلس أحمد بجانب شخص غريب ولاحظ طبقاً شهياً أمامه. لم يتمالك أحمد نفسه فسأل بفضول: ""معذرة، هل لي أن أستفسر منك عن اسم طبقك؟ إنه يبدو لذيذاً."" ابتسم الغريب وأجاب: ""إنها وصفة عائلية خاصة، تُسمى الكبسة العربية."" شعر أحمد بالإعجاب وطلب الوصفة ليجربها في المنزل. "," في واحد من المطاعم المشهورة، قعد أحمد جمب زول غريب وشاف ليهو طبق شهي قدامو. ما قدر يمسك نفسو وسألو بفضول: ""الواطة، أقدر أسألك شنو اسم الأكلة دي؟ شكلها طعمة."" الزول ابتسم ورد عليهو: ""دي وصفة خاصة بيتنا، سماها الكبسة العربي."" أحمد انبهر وطلب الوصفة عشان يجربها في البيت. ",Sudanese
 ذهب محمد إلى الطبيب شاكيًا من ألم شديد في ظهره. قال الطبيب إن سبب الألم هو الجلوس الطويل أمام الكمبيوتر. نصحه الطبيب بأخذ استراحات منتظمة وممارسة الرياضة. بدأ محمد بتنفيذ النصائح وشعر بتحسن كبير. , محمد مشى للدكتور يشتكي من ألم قوي في ضهرو. الدكتور قال ليهو الألم ده من قعاد طويل قدام الكمبيوتر. الدكتور نصحو ياخد بريكات دايمة ويعمل رياضة. محمد بدأ يمشي على النصيحة وحس بتحسن كبير. ,Sudanese
" في تلك الليلة المظلمة، وجد خالد نفسه يائسًا في مطار مجهول. تاه بين البوابات، وأخيرًا توقف أمام بوابة رقم 7 وهمس ""أية بوابة أتوجه إليها بعد ذلك؟"". وبينما هو غارق في حيرته، ظهرت له سيدة مسنة تبتسم، وأرشدته إلى الطريق الصحيح. بفضلها، استطاع الوصول إلى وجهته، مدركًا أن الأمل يمكن أن يأتي من حيث لا يحتسب. "," في ليلة ظلماء داك، خالد لقى نفسو حائر في مطار ما عارفو. ضل في البوابات، لحدي ما وقف قدام بوابة رقم سبعة وقال بهمس ""أية بوابة أمشي ليها هسي؟"". وهو كدا محتار، فجأة ظهرت ليهو واحدة عجوز بتبتسم، ودلتو على الطريق الصاح. بي مساعدتها، خالد قدر يوصل لي وين كان رايح، وعرف إن الأمل ممكن يجيك من أي حتة. ",Sudanese
 وجد محمد في جيبه عشرة دولارات فقط، وتساءل إن كانت كافية لركوب التاكسي. استوقف تاكسي وسأل السائق عن الأجرة. أجابه السائق بأن الرحلة ستكلف خمسة عشر دولارًا. شعر محمد بالاحباط لعدم مقدرته على الذهاب إلى العمل بالتاكسي بسبب نقص المال. , محمد لقى في جيبو عشرة دولار بس، وجعل يفكر هل ديل يكفو للمشوار بالتاكسي. قام وقف تاكسي وسأل الدريس عن الأجرة. الدريس قال ليهو إن المشوار ح يكلف خمسطاشر دولار. حس محمد بي خيبة الأمل لأنو ما عندو كفاية فلوس يمشي للشغل بالتاكسي. ,Sudanese
 أعتقد أنها كانت ممتازة. تمثيل جيد وحبكة جيدة. لذا قررت مشاركة الفيلم مع أصدقائي. جلسنا معًا وبدأنا بمشاهدة العرض. كل منهم أثنى على اختياري للفيلم. أصبحت ليلتنا مليئة بالضحك والتعليقات الممتعة. , بفكر إنها كانت زولة ممتازة. التمثيل كان قوي والقصة حلوة. عشان كدا قلت أوري الفيلم لزملائي. قعدنا سوا وبدينا نتفرج في العرض. كل واحد فيهم مدح في اختياري للفيلم. ليلتنا بقت مليانة بالضحك والكلام الفرفش. ,Sudanese
" في يومٍ مشمسٍ، خرج يوسف ليشتري هدية لأمه تقديرًا لجهودها. وجد سوقًا قريبًا يبيع الهدايا الجميلة والزهور الفواحة. اختار باقة وردٍ جميلة وعلبة شوكولاتة فاخرة. عندما عاد إلى المنزل وأعطى أمه الهدية، قالت: ""يا، شكراً جزيلاً."" "," في يوم مشمس، يوسف خرج يجيب هدية لأمو عشان يشكرها على تعبها. لقى سوق جنبهم فيهو هدايا حلوة وورد فايح. اختار باقة ورد حلوة وعلبة شكولاتة فخمة. لمن رجع البيت وعطى أمو الهدية، قالت ليهو: ""يا، شكراً جزيلاً."" ",Sudanese
" كان الفندق مزدحمًا عندما وصلت، ولم تعجبني الحجرة التي خُصصت لي. سألت موظف الاستقبال بأدب: ""هل من الممكن أن أرى حجرة أخرى؟"" استجاب العامل بلطف وأراني حجرة مطلة على البحر. شعرت بالرضا وشكرته على حسن تعاونه. "," الفندق كان زحمة لمّن وصلت، وما عجبتني الحجرة الجات لي. سألت واحد في الاستقبال بالذوق: ""ممكن أشوف حجرة تانية؟"" الزول داك رد عليّ باللطف ووراني حجرة بتطل على البحر. حسيت براحة وشكرتو على تعاونو الكويس. ",Sudanese
 كانت ليلى من أول من ارتدى الفستان الجديد، أنها أحدث موضة هذا الصيف. وسرعان ما لاحظ الجميع أناقتها الفائقة وجمال الفستان. كانت تتمايل بكل ثقة بين الحضور، وعدسات المصورين لا تفارقها. وفي نهاية اليوم، تلقت ليلى عروضاً للتمثيل في إعلانات لأشهر الماركات. , ليلى كانت من أول الناس اللبسو الفستان الجديد داك، أنها أحدث موضة الصيف دا. الناس كلهم لاحظو ديقتها العالية وجمال الفستان. كانت بتتمخطر بي ثقة وسط الحضور، وكاميرات المصورين ما فارقتها. وبالآخر اليوم داك، ليلى استلمت عروض للعمل في دعايات لأشهر الماركات. ,Sudanese
 أخذني أحمد بسيارته إلى وسط المدينة. وصلنا هناك والشوارع مزدحمة بالناس. تمكنا من العثور على مكان للركن بعد بحث طويل. تجولنا في الأسواق واشترينا الهدايا لعائلتنا. , أحمد شالني بعربيتو لي نص المدينة. وصلنا ولقينا الزحمة مالية الشوارع. بعد دوران كتير لقينا مكان نحط فيهو العربية. دورنا في الأسواق وجبنا هدايا للأهل. ,Sudanese
" في يوم مشمس، سأل علي الموظف في مكتب الإيجار ""هل لي أن أؤجر سيارة؟"" فأجابه الموظف بابتسامة وأشار إلى مجموعة متنوعة من السيارات. اختار علي سيارة رياضية حمراء وتجول بها في المدينة. وفي نهاية اليوم، عاد إلى المكتب معبرًا عن سعادته بتجربة القيادة الممتعة. "," في يوم حلو، علي سأل الزول القاعد في الديوان ""أقدر أكري عربية ولا شنو؟"" الزول رد عليهو بضحكة ووراهو حبة عربات كدة. علي انتقى واحدة رياضية حمراء وداير بيها في البلد. ويوم ما خلص، رجع للديوان وهو فرحان باللفة الجميلة القام بيها. ",Sudanese
 في يومٍ مشمسٍ، قرر سامر أن يجرب طبقاً جديداً في مطعمٍ محليّ. عند تذوقه، وجد أنه ذو مذاق غريب. فضوله دفعه لسؤال الطاهي عن المكونات. اكتشف أن الطبق يحتوي على مزيجٍ من التوابل النادرة. , في يوم حار، سامر قرر يجرب أكلة جديدة في مطعم قريب. لما داق الأكلة، لقاها طعمها غريب كدة. قام سأل الشيف عن الحاجات الفيها. طلعت الأكلة فيها خلطة بهارات نادرة. ,Sudanese
 قام أحمد بإصلاح السيارة بينما كان والده في الخارج. عندما عاد وجد كل شيء على ما يرام. شعر بالفخر لأن ابنه تحمل المسؤولية. ومن ذلك اليوم، ثقة الأب بأحمد زادت. , أحمد صلح العربية وأبوه ماشي بره. لما الأب رجع لقى كل حاجة تمام. حس بالفخر لأن ابنو شال الشيلة. ومن يومها، ثقة الأب في أحمد زادت. ,Sudanese
" في أحد الأيام، زار خالد متجراً صغيراً وسأل البائع ""هل لديكم وجبات خفيفة؟"" فأجابه البائع بابتسامة وأشار إلى رف مليء بأنواع مختلفة من الوجبات الخفيفة. خالد اختار بعض الشيبس والمكسرات، وشعر بسعادة عارمة وهو يتناولها في الحديقة. أصبح هذا المتجر وجهته المفضلة كلما شعر بالجوع. "," في يوم من الأيام، خالد دا قام زار دكان صغيرو وسأل البياع ""عندكم لقمات خفاف؟"" البياع ضحك ووراهو رف مليان بأنواع كتيرة من لقمات الخفاف. خالد اختار شوية شيبس ومكسرات، وفرح شديد وهو قاعد ياكلهم في الحديقة. الدكان دا بقى محلو المفضل لما يحس بالجوع. ",Sudanese
 كان هناك رجل كبير في السن يطلب دائماً من الناس التحدث ببطء لأنه كان يعاني من ضعف السمع. في يوم من الأيام، التقى بطفل صغير حاول شرح قصة ممتعة له. الرجل العجوز طلب من الطفل أن يتكلم ببطء حتى يستطيع فهم القصة جيداً. وبفضل صبر الطفل وتكراره القصة ببطء، استطاع العجوز أن يسمع القصة ويستمتع بها. , كان في زول كبير في السن دايمًا بيطلب من الناس يتكلموا معاهو بالراحة لأنو سمعو ضعيف. في يوم، لقى زول صغير حاول يحكي ليهو حكاية لذيذة. الزول الكبير طلب من الواد يتكلم على مهلو عشان يفهم الحكاية كويس. وبفضل صبر الواد وإنو عاد الحكاية بالراحة، الزول الكبير قدر يسمع الحكاية ويفرح بيها. ,Sudanese
 سوف أحضر متأخرا ساعة. كان لدي موعد طبي لم أستطع تأجيله. عندما وصلتُ، كان الاجتماع قد بدأ بالفعل. استمعوا إليّ بانتباه وأنا أشرح سبب تأخري. بالنهاية، تفهم الجميع الظروف وتابعنا الاجتماع بسلاسة. , ح أجي متأخر بالزات ساعة. عندي موعد دكتور ما قدرت أأجلو. لمن جيت، لقيت الاجتماع ابتدا خلاص. الناس سمعوا لي كويس وأنا بشرح ليهم ليه أنا متأخر. في الآخر، الكل فهم الوضع وكملنا الاجتماع عادي. ,Sudanese
 كان هناك رجل يعيش وحيدًا في بيت صغير على طرف القرية. ذات يوم، وجد قطة جميلة عند عتبة بابه فقرر أن يعتني بها. أصبحت القطة صديقته المفضلة وأضافت البهجة إلى حياته. مرت الأيام وانتشرت قصة الرجل وقطته في القرية، وأصبح معروفًا بكرمه وطيبة قلبه. , كان في زول كدا عايش لوحدو في بيت صغيرو في ناحية القرية. في يوم من الأيام، لقى قطوة حلوة قاعدة جنب باب بيتو فقرر يرعاها. القطوة دي بقت صاحبتو المضبوطة وجابت ليهو الفرحة في حياتو. الأيام مشت والحكاية بتاعت الزول وقطوتو انتشرت في القرية، وعرف بكريم قلبو وطيبتو. ,Sudanese
" نظر محمد إلى الساعة وتذكر أنه لم يأكل منذ الصباح. قال لصديقه: ""نعم. انتظر، سوف أحضر لك واحدة."" ذهب إلى البائع واشترى لهما سندويشين. عاد ومعه الطعام، فتناولاه بشهية. "," محمد بص للساعة واتذكر إنو ما أكل من الصباح. قال لصاحبو: ""أيوه. استنى، حاجيب ليك واحدة."" راح للزول البياع واشترى ليهم سندوتشات. جا راجع ومعاهو الأكل، وأكلوهو بشهية. ",Sudanese
 في يومٍ مشمسٍ، ذهب أحمد إلى المقهى المفضل لديه. نادله المعتاد كان هناك يبتسم كالعادة. طلب أحمد فنجان قهوته الساخنة وجلس يستمتع بالأجواء. بينما هو يشرب، التقى بصديق قديم ودار بينهما حديث شيق. , في يوم حلو وشمسي، راح أحمد للقهوة البيحبها. الجرسون البيخدمو دايمًا كان موجود وبيضحك زي العادة. أحمد طلب فنجان القهوة الحارة بتاعتو وقعد يتمتع بالجو. وهو بيشرب، لقى صاحبو القديم واتونسو سوا في حديث لذيذ. ,Sudanese
 كان الجو غائماً والسماء تكاد تبكي، فقد أخبرت الأرصاد الجوية بأن الأمطار ستتساقط طوال الأسبوع. استعد الناس بالمعاطف والأحذية المطاطية، وأصبحت المظلات صديقاً لا يفارقهم. الأطفال فرحوا بالبرك المائية التي شكلتها الأمطار، ولعبوا تحت قطرات الماء بمرح وسعادة. , الجو كان مغيم والسماء على وشك البكا، والأرصاد قالت إنو الأمطار حتنزل طوالي الأسبوع. الناس جهزو الكبوتات والجزم المطاط، والشماسي صارت صاحبة ما بتفارقهم. الوِلاد فرحانين بالحُفر الماية الاتعملت من الأمطار، ولعبو تحت نقط الموية بفرحة وسعادة. ,Sudanese
 وجد أحمد نصف زجاجة عطر متروكة على الرصيف، فقرر أن يأخذها معه. عندما وصل إلى المنزل، رش منها قليلاً وسأل أمه عن رائحتها. أخبرته أمه أن العطر يذكرها بوالده الذي كان يستخدم نفس النوع قبل أن يسافر. شعر أحمد بلحظة من الحنين وقرر الاحتفاظ بالزجاجة كذكرى عزيزة. , لقى أحمد نص زجاجة عطر متروكة جنب الرصيف، قام قال أخدها معاهو. لما وصل البيت، رش منها شوية وسأل أمو عن الريحة. قالت ليهو أمو العطر ده بيفكرها بأبوهو الزول الكان بيستعمل نفس النوع داك قبل ما يمشي. أحمد حس بشوقة وقرر يخلي الزجاجة دي ذكرى غالية. ,Sudanese
