MSA,Sudanese,lang
" في إحدى الأمسيات الموسيقية، سأل خالد صديقه: ""هل لديهم عروض حية؟"" فأجابه بحماس: ""نعم، واليوم ستكون هناك فرقة مشهورة."" فقررا الذهاب معاً واستمتعا بأجواء الحفل الرائعة. عادا إلى المنزل وقد امتلأت قلوبهما بالموسيقى والسعادة. "," في واحدة من الأماسي المزيكية، خالد سأل صاحبو: ""عندهم عروض حية ولا شنو؟"" صاحبو رد عليهو بي حماس: ""أيوه، والليلة ح تكون فيه فرقة مشهورة جداً."" قررو يروحو سوا واستمتعو بأجواء الحفلة الحلوة. رجعو للبيت وقلوبهم مليانة بالأغاني والفرحة. ",Sudanese
" ذهبت سارة إلى السوق لتشتري حقيبة جديدة. وعندما رأت واحدة أعجبتها، سألت البائع ""هل بإمكاني رؤية هذه الحقيبة؟"" أخرج البائع الحقيبة بابتسامة وأشاد بذوقها الرفيع. بعد أن فحصتها جيدًا، قررت سارة شراء الحقيبة. "," سارة مشت السوق عشان تشتري شنطة جديدة. ولمن شافت واحدة عجبتها، قالت للبياع ""ممكن أشوف الشنطة دي؟"" البياع طلع الشنطة وهو مبتسم ومدح في ذوقها الجميل. بعد ما كشفتها كويس، سارة قررت تشتري الشنطة. ",Sudanese
" في أحد الأيام، سأل الزبون البائع، ""هل لديك شيء آخر؟"" فأجاب البائع بابتسامة وأحضر له قطعة نادرة. شعر الزبون بالسعادة لأنه وجد ما كان يبحث عنه. ومنذ ذلك اليوم، أصبح ذلك الزبون زبونًا دائمًا للمتجر. "," في يوم من الأيام، الزبون سأل البياع، ""عندك حاجة تاني؟"" البياع ضحك وجاب ليهو حاجة نادرة كده. الزبون فرح شديد لأنو لقى الحاجة الكان بيدور عليها. ومن يومها، الزبون دا بقى زبون دايم للدكان. ",Sudanese
" في يوم من الأيام، كان هناك رجل يعمل بجد ولا يعرف متى يتوقف. ومع مرور الوقت، بدأ يشعر بالإرهاق الشديد. قالت له زوجته ذات مساء: ""أنت بحاجة للراحة."" استمع لنصيحتها وقرر أخذ إجازة ليستعيد نشاطه. "," في يوم من الأيام، كان في زول شغّال شغل شديد وما عارف يقيف. ومع مرور الزمن، جاه إحساس بتعب كتير. واحدة ليلة، قالت ليهو مرتو: ""إنت محتاج لراحة."" سمع كلامها وقرر ياخد إجازة عشان يرتاح ويرجع ليهو نشاطو. ",Sudanese
 من فضلك إملأ بطاقة الوصول التالية واستمارة الجمارك. وصل أحمد إلى المطار وفي يده حقيبته الثقيلة. بعد إنهاء الإجراءات، توجه إلى مكتب الاستقبال حيث قابل صديقه القديم. تبادلا الأحاديث والذكريات، ثم اتجها معاً إلى مدينتهما العزيزة. , لو سمحت عبي الورقة دي وكمان ورقة الجمارك. أحمد وصل للمطار ومعاه شنطته الثقيلة. خلص كل الإجراءات، ومشى لمكتب الاستقبال ولقى صاحبو القديم. قعدو يتونسو ويتذكرو الأيام الخوالي، وبعدين مشو مع بعض لي بلدهم الحبوبة. ,Sudanese
" وقف يحيى على جانب الطريق ينتظر السيارة المتجهة إلى سيتل. عندما مرت السيارة، أشار إليها يحيى متسائلاً ""هل هذه السيارة متجهة إلى سيتل؟"" فأومأ السائق بالإيجاب وتوقف ليقله. شعر يحيى بالامتنان وهو يجلس في السيارة متجهين إلى وجهته. ","  وقف يحيى جنب الزلط كان منتظر العربية البتروّح لسيتل. لمّن جات العربية، سأل يحيى ""هل هذه العربية متجهة لسيتل؟"" الدرايفر إشر ليهو بيها ووقف عشان يشيلو. يحيى حس بالامتنان وهو قاعد في العربية سايرين لي وين ماشي. ",Sudanese
 ذهب أحمد للجامعة ليسجل في دورة اللغة الإنجليزية، ولكنه فوجئ بارتفاع الرسوم. سأل الموظف إذا كان بالإمكان دفع جزء من الرسوم الآن. وافق الموظف وابتسم قائلاً إن هذا ممكن. شعر أحمد بالسعادة لأنه سيتمكن من البدء في الدورة دون تأخير. , أحمد مشى الجامعة عشان يسجل في كورس الإنجليزي، لكنه اتفاجأ بالرسوم الغالية. سأل الزول داك لو ممكن يدفع شوية من الفلوس دحين. الزول وافق وقال ليهو بابتسامة إنو دا ممكن. أحمد فرح شديد لأنو ح يقدر يبدا الكورس من غير تأخير. ,Sudanese
 هذا السؤال دار في ذهن يوسف لدى رؤيته للوردة الجميلة. إنها تبدو حقيقية بألوانها الزاهية وأوراقها الناعمة، لكن شيئا ما يجعله يشك. قرر يوسف أن يقترب ويمسك الوردة ليكتشف الحقيقة. وبمجرد لمسها ابتسم، فالوردة كانت طبيعية وعطرها يفوح في الأجواء. , السؤال دا دار في دماغ يوسف وهو شايف الوردة الحلوة ديك. شكلها زي الحقيقي بألوانها الفاتحة وأوراقها اللينة، بس في شي غريب خلاه يشك. يوسف قرر يقرب ويمسك الوردة عشان يعرف الحقيقة. لما مسكها ضحك، لأن الوردة كانت طبيعية وريحتها عاملة في الجو. ,Sudanese
" في يوم من الأيام، سأل الفتى صديقه بقلق: ""هل ستنتظرني هنا؟"" وعد الصديق بالإنتظار، ولكن مرت الساعات ولم يعد الفتى. ظل الصديق واقفًا ينتظر حتى غروب الشمس، وأدرك أخيرًا أن الوعود أحيانًا لا تُصان. "," في يوم جات سؤال من ولد لصاحبو بي قلق كدا: ""ح تقعد تستناني هنا؟"" صاحبو وعدو إنو يستنى، بس الساعات عدَّت والولد ما جا. صاحبو قعد قاعد ويستنى لحدي ما الشمس غابت، وفِ النهاية عرف إنو الوعود ساي بتضيع. ",Sudanese
 آه شكراً كنت أبحث عنها منذ قليل. وجدتها أخيرًا تحت كومة الكتب القديمة. كنت أحتاجها لإتمام بحثي العلمي. فرحت كثيرًا لأنها من النوادر. أعدتها إلى مكتبتي بحرص شديد. , آي شكراً، كنت قاعد أدور عليها من شوية كدا. لقيتها حقتي تحت رومة الكتب القديمة ديك. محتاجنها عشان أكمل البحث العلمي بتاعي. فرحت جدًا لأنها من الحاجات النادرة. رجعتها لمكتبتي بي جدية. ,Sudanese
" في يوم من الأيام، ذهب أحمد إلى المتجر لشراء هاتف جديد. عندما وصل إلى الصندوق، سأله البائع ""نقداً أم على بطاقة الائتمان؟"". فكر أحمد للحظة ثم قرر الدفع نقداً لتجنب رسوم الفائدة. شعر بالسعادة وهو يغادر المتجر حاملاً هاتفه الجديد دون أي ديون. "," في يوم، أحمد راح للدكان عشان يشتري موبايل جديد. لما وصل للكاشير، الزول سألو ""كاش ولا بالكريديت كارت؟"". أحمد فكر شوية وقرر يدفع كاش عشان ما يدخل في حوسة الفوائد. وفرحان مشى من الدكان ومعاهو الموبايل الجديد من غير ديون. ",Sudanese
 في يوم مشمس، وجد محمود نفسه في مدينة لم يزرها من قبل. كان ينظر حوله بدهشة، فالمباني كانت ذات طراز فريد والناس يتحدثون بلهجات مختلفة. شعر بالضياع ولكنه كان متحمسًا لاكتشاف هذا المكان الجديد. في نهاية اليوم، تمكن من التعرف على بعض السكان الودودين الذين عرضوا عليه المساعدة. , في يوم حِر شديد، محمود لقى نفسو في بلد ما قد زارها قبل كدا. كان بيتلفت حوالينو وهو متعجب، لأن العمارات كانت شكلها غريب والناس كانت بتتكلم بلهجات مختلفة. حس بالضياع شوية، لكن كمان كان حابي يستكشف المكان الجديد دا. وفي آخر اليوم، قدر يتعرف على ناس طيبين ساعدوهو وعرضو عليه المساعدة. ,Sudanese
" كان أحمد يبحث عن هدية مناسبة لصديقه، ولكنه لم يكن يملك الكثير من المال. وجد ساعة جميلة في أحد المحلات ولكنها كانت مكلفة. تذكر كلمات صديقه ""ليس تماماً. فقط شيء ما غير غالي الثمن"". فاشترى كتاباً كان صديقه يتمنى الحصول عليه. "," أحمد كان بيدور على هدية مناسبة لصاحبو، لكن ما كان عندو قروش كتيرة. لقى ساعة حلوة في واحد المحلات، لكن كانت غالية. افتكر كلام صاحبو ""ما لازم تكون غالية خالص. بس حاجة كدا ما غالية"". عشان كدا اشترى ليهو كتاب كان صاحبو نفسو فيهو. ",Sudanese
 اشترت أميرة فستانًا جديدًا وكانت في حيرة، هل يمكن أن يتم غسيله في المغسلة أم يدويًا في المنزل؟ قررت أن تستشير البائعة التي نصحتها بالغسيل اليدوي للحفاظ على نوعية القماش. وعلى الرغم من تحذير البائعة، قررت أميرة أن تجرب الغسيل في المغسلة لتوفير الوقت. ولكن بعد استلام الفستان من المغسلة، تفاجأت بأن الألوان قد بهتت والقماش قد تلف. , اشترت أميرة فستان جديد وكانت محتارة، ياتو أحسن يغسلو في المغسلة ولا يدوي في البيت؟ قررت تسأل البت البايعة القالت ليها تغسلو بإيدها عشان القماش ما يبوظ. لكن ما سمعت النصيحة وودتو المغسلة عشان توفر وقت. ولما استلمت الفستان من المغسلة، انصدمت لما لقت الألوان اتبهتت والقماش باظ. ,Sudanese
" كان هناك طفل يحب الرسم كثيراً، وذات يوم نفذت ألوانه المائية فطلب من والدته شراء علبة جديدة. قال لها ""أحتاج علبة ألوان مائية من فضلك"". فابتسمت الأم ووعدته بشراء أفضل علبة لون مائي في السوق. وعندما حصل على الألوان الجديدة، أمضى الطفل ساعات يرسم لوحة زاهية شكراً لأمه. "," كان في ولد بيحب الرسم شديد، وفي يوم من الأيام خلصت الوانو المائية فقال لأمو يشتري ليهو علبة ألوان جديدة. قال ليها ""محتاج علبة ألوان مائية لو سمحتي"". الأم ابتسمت ليهو وقالت حتجيب ليهو أحسن علبة في السوق. لما جابت ليهو الألوان الجديدة، الولد قعد يرسم لوحة جميلة كتير وشكر أمو عليها. ",Sudanese
" كان يمشي في السوق عندما صدم بشخص. التفت ليرى من هو، فإذا به صديقه القديم. قال له متفاجئاً: ""آسف. ماذا كنت تريد؟"" ضحك صديقه ودعاه لتناول القهوة. "," كان ماشي في السوق وفجأة دقش واحد. لف لقى صاحبو القديم. قال ليهو مستغرب: ""آسف. كنت عايز شنو؟"" صاحبو ضحك وعزمو على قهوة. ",Sudanese
 قرر ماجد تغيير الموعد لزيارة الطبيب إلى التاسع عشر من مايو بدلاً من الخامس عشر بسبب ارتباطات عمل طارئة. عندما حل اليوم المنتظر، استيقظ مبكرًا وتوجه إلى العيادة. وجد الطبيب ينتظره، فقد كان أول المرضى في ذلك اليوم. تمت الفحوصات بسلاسة، وغادر ماجد وهو يشعر بالرضا عن قراره. , ماجد قرر يغير موعد معاينتو عند الدكتور ليوم التاسع عشر من مايو بدل الخامس عشر عشان عندو شغل مهم طلع ليهو. لما جا اليوم المنتظر، قام بدري وراح لعند العيادة. لقى الدكتور قاعد يستناهو، كان أول زول اليوم داك. الكشف كان سهل وماجد مشى وهو مبسوط من قرارو. ,Sudanese
" عندما وصل خالد إلى الفندق، قُدمت له الاستقبالية ورقة وقالت: ""من فضلك وقع هنا"". وأشارت إلى الخط الأسفل ثم أعطته فاتورة بمصروفاته قائلة: ""وهذه فاتورة بمصروفاتك"". خالد تفحص الفاتورة متأنيًا، ولاحظ أن كل شيء كان على ما يرام. بعد أن وقّع، شكر الاستقبالية وتوجه إلى غرفته، مرتاحًا لتسوية الأمور بسلاسة. "," لما وصل خالد للفندق، الاستقبال قالت ليهو: ""من فضلك امضي هنا"". وأشرت للخط تحت وعطتو الحساب بتاعو وقالت: ""ودي فاتورة مصروفاتك"". خالد شاف الحساب كويس ولقى إنو كل حاجة تمام. بعد ما وقع، شكر الاستقبال ومشى لغرفتو مستريح لأنو خلص الأوراق بسهولة. ",Sudanese
 في أحد الأيام، ذهبت سارة إلى السوق لتشتري بعض الجوارب الحريمي. وجدت متجراً صغيراً يبيع ما تبحث عنه بأسعار معقولة. اشترت سارة ثلاثة أزواج من الجوارب الملونة. عادت إلى المنزل سعيدة بمشترياتها وارتدت زوجاً جديداً فوراً. , في يوم من الأيام، سارة مشت السوق تدور ليها على جوارب حريمي. لقت دكان صغيرون بيبيع الجوارب بسعر كويس. سارة اشترت تلاتة دست جوارب ملونة. ورجعت البيت فرحانة بي الشرا ولبست واحد منهم حالاً. ,Sudanese
 كان محمد يشعر بالجوع الشديد، فقرر أن يذهب إلى السوق ليشتري لحوم الضأن. وجد محمد الجزار المعروف بجودة لحمه واشترى منه كمية وافرة. عندما عاد إلى المنزل، شرع في تحضير وجبة شهية. جمعت العائلة حول المائدة، وتناولوا الطعام معاً وسط أجواء من البهجة والسرور. , محمد كان جعان خلاص، فقرر يمشي السوق عشان يشتري لحم ضأن. لما وصل، لقى الجزار الكويس البيبيع لحم حلو وشال منو حتة كبيرة. ورجع البيت، بدأ يعمل في أكلة لذيذة. العيلة اتلمت حول السفرة، وأكلوا مع بعض في جو مليان فرحة ومسرة. ,Sudanese
 في يوم صيفي حار، وجد حسام نفسه يتجول في الأزقة القديمة بحثاً عن شيء ما، لكنه لم يكن يعلم ما هو. كانت الشمس تلفح وجهه والعرق يتصبب من جبينه، وفجأة توقف أمام متجر أنتيكات قديم. فتح باب المتجر المتآكل ودخل، وهناك وجد تمثالاً صغيراً يشع بريقاً خفياً، شعر حينها أنه ما كان يبحث عنه. , في يوم حار جداً، حسام لقى نفسو ماشي في زقاقات البلد القديمة، كان بدور على حاجة بس ما عارف هي شنو. الشمس كانت حارقة وجهو والعرق نازل من راسو، ولقى نفسو واقف قدام دكان أنتيكات قديم. فتح الباب الختيار ودخل، وتما لقى تمثال صغيرون بيلمع، حس في اللحظة ديك إنو دا الحاجة الكان بدور عليها. ,Sudanese
 كنت أقف في المحطة، أتأمل الحافلات المتجهة إلى وجهات شتى. سألت المارة عن الحافلة المتجهة إلى محطة بين، فأشاروا إلى الحافلة رقم سبعة. صعدت إلى الحافلة وجلست أفكر في الأشياء التي سأفعلها عند الوصول. وبعد رحلة قصيرة، وصلت إلى المحطة المنشودة وبدأت يومي بحماس. , كنت واقف في الموقف، أتفرج على المواصلات البتمشي لي حتت مختلفة. سألت الناس عن المواصلة البتروح لي محطة بين، قالو لي أركب البص رقم سبعة. طلعت البص وقعدت أفكر في الحاجات الحأعملها لما أوصل. وبعد مشوار قصير، وصلت للمحطة الكنت عاوزها وبديت يومي بنشاط. ,Sudanese
 في ليلةٍ هادئة، سمعتُ صوتًا غريبًا خارج النافذة. عندما اقتربت لأرى ما هو، وجدت قطةً صغيرة تبحث عن مأوى. فتحتُ النافذة ودعوتها إلى الداخل. ومنذ تلك الليلة، أصبحت القطة جزءًا لا يتجزأ من حياتي. , في ليلة مسالمة، سمعت صوت غريب برة الشباك. لما قربت عشان أشوف الصوت دا من شنو، لقيت قطوة صغيرة بتدور على مكان تقعد فيهو. فتحت الشباك وخليتا تدخل. ومن الليلة ديك، القطوة دي صارت جزء من حياتي. ,Sudanese
 ذهب محمود إلى السوق لشراء جوارب رجالية جديدة. وجد متجرًا يعرض تشكيلة واسعة من الجوارب بألوان وأنماط مختلفة. اختار ثلاثة أزواج بألوان متناسقة مع ملابسه. عاد إلى المنزل فرحًا بمشترياته وقرر أن يعود مجددًا للمتجر. , محمود مشى السوق عشان يجيب جرابات رجالي جداد. لقى دكان فيهو جرابات كتيرة بألوان وأشكال مختلفة. انتقى تلاتة جوزات بألوان تناسب هدومو. رجع البيت مبسوط بالحاجات الجابها وقرر يرجع تاني للدكان. ,Sudanese
 كانت ليلى تبحث عن وجبة خفيفة لتناولها في المساء. عندما وجدت طبق السلطة، فرحت كثيراً لأن سعراتها الحرارية منخفضة جداً، فقط 30 سعر. قررت أن تجعلها وجبتها الأساسية في الرجيم. وبالفعل، ساعدتها هذه السلطة على خسارة الوزن بشكل صحي. , ليلى كانت قاعدة تدور على حاجة خفيفة تاكلها بالليل. لمن لقت طبق السلطة دي، فرحت شديد لأنو السعرات الحرارية بتاعتا قليلة خالص، بس 30 سعر. قررت تخليها أكلها الرئيسي وهي بتعمل رجيم. وفعلاً، السلطة دي ساعدتها تخس بصحة وعافية. ,Sudanese
 كان محمد يريد أن يسافر إلى مدينة جميلة لقضاء إجازته. ولهذا قرر أن يحجز غرفة في فندق يطل على البحر. بحث على الإنترنت ووجد مكاناً مثالياً يناسب ميزانيته. بعد إتمام الحجز، شعر بسعادة كبيرة استعداداً لرحلته. , محمد كان عايز يمشي يتسمر في مدينة حلوة في الإجازة بتاعتو. عشان كدا قرر يحجز ليهو أوضة في فندق قدام البحر. دوّر في النت ولقى مكان مناسب للفلوس البيهو. بعد ما خلّص حجزو، حس بفرحة كبيرة وهو مستعد للمشوار. ,Sudanese
" في أحد الأيام، سأل الطالب الجديد زميله في الفصل: ""من أي مكان في اليابان أنت؟"" فأجابه الزميل بابتسامة: ""أنا من كيوتو، مدينة الألف معبد."" ومنذ ذلك الحين، أصبحا صديقين مقربين وقضيا الوقت في استكشاف الثقافة اليابانية معًا. في نهاية العام الدراسي، دعا الطالب زميله لزيارة بلدته الصغيرة في أوكيناوا ليظهر له جمال الجزر الجنوبية. "," في يوم من الأيام، الطالب الجديد سأل زميلو في الفصل: ""أنت من وين في اليابان؟"" زميلو رد عليهو بابتسامة: ""أنا من كيوتو، مدينة الألف معبد."" من ذاك اليوم، صارو صحاب دايمين وقضوا وقتهم في اكتشاف الثقافة اليابانية مع بعض. في آخر السنة الدراسية، الطالب دعا زميلو يزور بلدو الصغيرة في أوكيناوا عشان يوريهو جمال الجزر الجنوبية. ",Sudanese
 لسوء الحظ، هو مشغول جداً في ذلك اليوم. كان عند أحمد العديد من المواعيد والالتزامات التي لا يمكن تأجيلها. رغم ذلك، وجد الوقت لمساعدة صديقه المحتاج. في نهاية اليوم، شعر بالرضا لتمكنه من الجمع بين واجباته ومساعدة الآخرين. , للأسف، هو كان مشغول وايد في اليوم داك. أحمد كان عندو شغل كتير ومواعيد ما ممكن يأجلها. لكن، لسه لقى فرصة يساعد صاحبو المحتاج. بالآخر اليوم، حس براحة البال لأنو قدر يدير واجباتو ويساعد الناس. ,Sudanese
" في يومٍ ماطر، ذهبت أمل لشراء مظلة جديدة. وبينما كانت تتصفح المحل، أشار لها البائع إلى مظلة زرقاء جميلة. قالت أمل: ""في هذه الحالة ، أنصح بهذه الواحدة."" ومنذ ذلك اليوم، أصبحت المظلة رفيقة أمل الدائمة في كل الأجواء. "," في يوم مطر، أمل مشت تشتري شمسية جديدة. وهي بتلفت في الدكان، الزول قال ليها على شمسية زرقا حلوة. أمل قالت: ""في الحالة دي، أنا بقول دي الشمسية الزينة."" ومن يومها، الشمسية دي صارت صاحبة أمل الدايمة في كل الجو. ",Sudanese
 في يومٍ مشمس، خرج سعيد ليبحث عن خدمة. وجد حجرة جميلة تحتاج إلى تنظيف وقرر أن يقدم خدماته. عمل بجد وأتقن العمل حتى أعجب به الجميع. وبذلك حصل على الكثير من العملاء الدائمين. , يوم من الأيام والشمس طالعة، سعيد مشى يدوّر في شغلانة. لقى حجرة حلوة كده محتاجة لي نظافة، قام قرر يعرض خدماتو. شغل شغلانتو بي جدية وكمّلها زي الفل، الناس كلهم انبهروا بيهو. وكده بقى عندو زباين كتار ثابتين. ,Sudanese
" كان في قرية صغيرة يعيش فيها أهلها بسلام، وفي يوم من الأيام، سمع الناس صوتًا عاليًا ينادي ""انتبهوا من فضلكم"". التفت الجميع ليروا رجلًا يحذرهم من خطر قادم. أخذ الأهالي النداء على محمل الجد وبدأوا بالاستعدادات لمواجهة الطارئ. وبفضل تحذير الرجل، استطاعوا أن يحموا القرية وأنفسهم من الخطر الداهم. "," كان في حلة صغيرة عايشين ناسها في هنا وسلام، وفي يوم لقوا واحد بيصرخ ""يا جماعة خلوا بالكم من فضلكم"". الكل التفت لاقوا زول بينبهم لخطر جاييهم. الهل بدو ياخدو الكلام بجد واتجهزوا لأي حاجة تحصل. والحمدلله، بسبب تحذير الزول دا، قدروا يحمو الحلة ونفسهم من الشر القرب يجيهم. ",Sudanese
" كانت ليلى تبحث عن فستان لحضور حفل زفاف صديقتها. وجدت واحدًا يعجبها في السوق لكنه كان ملطخًا ببعض البقع. توجهت إلى البائع وسألته ""هل تستطيع أن تخفض سعرها لوجود بعض البقع بها؟"". ابتسم البائع ووافق على تخفيض السعر مما جعل ليلى تشتريه بسعادة. "," ليلى كانت بتدور على فستان لحفلة عرس صاحبتها. لمحت واحد عاجبها في السوق لكن كان معفن بشوية بقع. قالت للبياع ""تقدر تنقص لي في السعر عشان فيهو البقع دي؟"". البياع ضحك وقال ليها حاضر وخصم ليها من السعر وهي اشترتو وفرحانة. ",Sudanese
" في يوم مشمس، سأل الطفل جده: ""هل لديك أية طوابع تذكارية؟"" فابتسم الجد وأخرج صندوقًا قديمًا مليئًا بالطوابع من جميع أنحاء العالم. كانت كل طابعة تحكي قصة من رحلات الجد الطويلة. وبتلك الطوابع، سافر الطفل حول العالم دون أن يترك غرفته. "," في يوم حلو، الواد سأل جده: ""عندك طوابع تذكارية كدا؟"" الجد قام ضحك وطلع ليهو علبة قديمة كلها طوابع من بلدان الدنيا كلها. كل طابع كان بيحكي حكاية من مشاوير الجد البعيدة. وبالطوابع دي، الولد سافر لكل العالم وهو جالس في أوضتو. ",Sudanese
" في ليلة باردة بأحد الفنادق القديمة، دخلت امرأة الغرفة رقم ثلاثة سبعة عشر مرتجفة من البرد. نظرت حولها ولاحظت أن النافذة مفتوحة، فأسرعت إلى إغلاقها. شعرت بالبرودة تخترق عظامها فنادت الموظف المسؤول قائلة ""هذه غرفة ثلاثة سبعة عشر. يمكنني أخذ بطانية أخرى؟"" أحضر لها الموظف بطانية دافئة وعرض عليها كوباً من الشاي الساخن لتدفئتها. "," في ليلة باردة في واحد من الفنادق القديمة، دخلت واحدة ست الغرفة رقم تلاتة سبعة عشرة وهي بترتجف من البرد. بصت حوالينها وشافت الشباك مفتوح، فجريت عشان تقفلو. حست بالبرد داخل لعظامها ونادت على الزول القاعد هناك قالت ليهو ""ده غرفة تلاتة سبعة عشر. ممكن آخد لي بطانية تانية؟"" الزول جاب ليها بطانية دافية وعرض عليها كباية شاي سخن تدفيها. ",Sudanese
 كان يحتاج خالد إلى الوصول للمحطة بسرعة ليلحق بالقطار. سأل السائق المجاور إن كان يستطيع أن يوصله في خمس عشرة دقيقة. بمهارة، تفادى السائق الزحام وسار بسرعة. وصل خالد إلى المحطة بالوقت المحدد وشكر السائق على مجهوده. , خالد كان محتاج يلحق المحطة بسرعة عشان القطر. سأل الدفار الجنبو كدا لو يقدر يوصلو في خمستاشر دقيقة. بفنياتو، الدفار دار بي الزحمة ومشى جري. خالد وصل للمحطة في الزمن المعين وشكر الدفار على تعبو. ,Sudanese
 اضطر محمد للبحث عن مصرف يقبل رهن العربة لأنه كان بحاجة ماسة للمال. وجد مصرفاً وافق على منحه القرض مقابل رهن السيارة. أتم محمد الإجراءات وحصل على المبلغ الذي يحتاجه. وبذلك استطاع أن يدفع مصاريف العلاج الضرورية لوالدته المريضة. , محمد اضطر يدور على بنك يقبل يرهن العربية عشان كان محتاج فلوس شديد. لقى بنك وافق يديهو قرض مقابل يرهن العربية. خلص محمد الإجراءات واستلم القروش الكان محتاجها. وبكده قدر يدفع تكاليف علاج أمو المريضة. ,Sudanese
 ارتطم بي شخص في السوق المزدحم، وعندما وقعت على الأرض، ساعدني في النهوض. بعد أن رحل الشخص، تفقدت جيوبي لأجد أن محفظتي قد سرقت. شعرت بالغضب والحيرة، وتوجهت مباشرة إلى مركز الشرطة لتقديم بلاغ. , في السوق المعمور داك، واحد اتخبط فيني ولما وقعت، جا ساعدني أقوم. لما مشى، لقيت محفظتي ما معاي. زعلت واتلخبطت، ورحت للبوليس عشان أبلغ. ,Sudanese
 عندما وصلت إلى الفندق، أخبرتني الاستقبالية أنه لا يوجد أماكن شاغرة بالغرف ذات السرير الواحد. لكنها اقترحت علي الإقامة في غرفة مزدوجة بنفس السعر. وافقت على العرض بسعادة واستلمت مفتاح الغرفة. وفي تلك الليلة، قابلت زميل الغرفة الجديد الذي أصبح صديقي المقرب. , لمّا وصلت للفندق، الريسبشن قالت لي مافي مكان فاضي في الأوض الفيها سرير واحد. لكنها عرضت علي أوضة مزدوجة بنفس السعر. قبلت العرض بفرحة وأخدت مفتاح الأوضة. وفي الليلة ديك، قابلت الزول البجاورني في الأوضة وبقى صاحبي الداير. ,Sudanese
 كان لدى علي تذكرة حفل موسيقي مهمة جدًا. تفقد التذكرة ورأى أنها ليوم محدد فقط. شعر بالقلق لأنه لم يكن متأكدًا إذا كان بإمكانه الذهاب في ذلك اليوم. قرر في النهاية الاتصال بالمنظمين ليتأكد من صلاحية التذكرة. , عندو علي تذكرة لحفلة غنائية مهمة شديد. لما تفتش في التذكرة لقاها ليوم معين بس. حس بالقلق لأنو ما كان متأكد يقدر يروح في اليوم داك ولا لا. قرر في الآخر يتصل بالمنظمين عشان يتأكد من التذكرة دي ما زالت سارية. ,Sudanese
 وصل أحمد إلى ميلانو في الصباح الباكر. كانت المدينة تنبض بالحياة والأناقة. قرر أن يتجول في شوارعها ويستمتع بمعالمها. في المساء، التقى بأصدقاء قدماء وتناولوا العشاء معًا. , أحمد وصل الصباح بدري لميلانو. المدينة كانت حية وشيك. قرر يتمشى في الشوارع ويشوف الأماكن الحلوة. بالليل، لاقى صحابو القدامى وتعشوا سوا. ,Sudanese
" في مكتب صغير بقلب المدينة، سأل مدير الموارد البشرية الجديد العاملين: ""هل لديكم شخص يتحدث اليابانية؟"" فرفع يوسف يده مترددًا، ليس لأنه يتقنها تمامًا ولكن لأنه كان يدرسها لبضعة أشهر. أدرك المدير أن يوسف يملك الشغف وقدرة التعلم، فقرر إعطاؤه فرصة. وبعد عام، أصبح يوسف المترجم الرئيسي لكل المراسلات مع الشركاء اليابانيين. "," في مكتب صغيروكدا في وسط البلد، سأل الزول الجديد البشتغل في إدارة الناس: ""ما عندكم زول يعرف يتكلم ياباني؟"" ورفع يوسف إيدو بالحيل، مش عشان هو عارفو صاح ولكن عشان كان بيدرسو يمكن شهور كدا. الزول عرف إن يوسف عندو الحماس وبيتعلم بسرعة، فقرر يديهو الفرصة ديك. وبعد سنة، يوسف صار المترجم الرئيسي للكلام مع الشركاء اليابانيين. ",Sudanese
