MSA,Sudanese,lang
 في إحدى القرى النائية، كان هناك رجل عجوز يعزف الموسيقى الشعبية على الراديو القديم. وفي كل مساء، كانت العائلات تتجمع حول النار للاستماع إلى الألحان التي تذاع من المحطة المحلية. ذات ليلة، قرر الشاب محمود أن يتعلم العزف ليحافظ على تقاليد قريته. بمرور الوقت، أصبح محمود معلماً للموسيقى الشعبية واستمرت المحطة في البث دون انقطاع. , في واحدة من القرى البعيدة، كان فيه زول كبير بيعزف الأغاني الشعبية على الراديو القديم. وكل مسا، الأسر كانت بتتلم حوالين النار عشان يسمعو للنغمات البتطلع من المحطة المحلية. في ليلة من الليالي، الزول الشاب محمود قرر يتعلم العزف عشان يحافظ على عادات القرية. ومع الزمن، محمود بقى الأستاذ بتاع الأغاني الشعبية والمحطة واصلت في البث ما انقطعت. ,Sudanese
 في يوم مشمس، قرر أحمد أن يسافر عبر شركة الخطوط الجوية دلتا إلى نيويورك. حجز تذكرته بسهولة عبر الإنترنت وبدأ يستعد لرحلته بحماس. وصل إلى المطار مبكرًا، ومر بإجراءات الأمن دون مشاكل. بعد الإقلاع، استمتع بخدمة الضيافة على متن الطائرة وتأمل السماء الزرقاء خلال الرحلة. , في يوم مشرق، أحمد قرر يسافر عبر شركة الخطوط الجوية دلتا لنيويورك. حجز تذكرتو بالنت بسهولة وجهز حالو للسفر بفرحة. وصل المطار بدري، وعدى من الأمن من غير مشاكل. بعد الطيران، استمتع بالخدمة على الطيارة وقعد يتفرج على السما الزرقاء في الرحلة. ,Sudanese
 في أحد الأيام، قرر خالد أن يشتري إبريق قهوة جديد لأن القديم قد تكسر. ذهب إلى السوق وبحث في كل مكان حتى وجد إبريقًا أنيقًا يناسب ذوقه. بعد الشراء، عاد إلى المنزل وقام بإعداد أول قهوة في إبريقه الجديد ودعا أصدقائه لتذوقها. استمتع الجميع بالقهوة وأثنوا على جودة الإبريق الجديد. , في يوم من الأيام، خالد قرر يشتري إبريق قهوة جديد لأن القديم انكسر. راح للسوق ودور في كل حتة لحدي ما لقى إبريق كشخة يليق بي ذوقو. لما اشتراه، رجع البيت وعمل أول قهوة في الإبريق الجديد ده وعزم صحابو يجربوها. الكل استمتعوا بالقهوة ومدحوا في إبريق القهوة الجديد. ,Sudanese
" في يوم من الأيام، بحث علي عن بيت جديد للإيجار. عندما وصل إلى البيت الذي أعجبه، سأل صاحب العقار: ""هل تحتوي على حمام ومرحاض؟"". أجابه الرجل بابتسامة: ""بالطبع، وهما مجهزان بأحدث التجهيزات"". فأحس علي بالراحة، لأنه كان يبحث عن المرافق الحديثة في منزله الجديد. "," في يوم من الأيام، علي كان بدور على بيت جديد يكراهو. لما وصل للبيت العجبو، سأل صاحب العقار: ""البيت ده فيهو حمام ولاّ مرحاض؟"". الزول رد عليهو بضحكة: ""أكيد يا زول، كلو متكامل وفي أحسن حال"". علي حس بي راحة، لأنو كان داير الحاجات الحديثة في البيت الجديد بتاعو. ",Sudanese
 كان هناك طالب يدرس للامتحان طوال الليل، وعندما جاء وقت الامتحان، شعر بالإرهاق الشديد. حاول التركيز ولكنه لم يستطع تذكر المعلومات جيداً. عندما نظر إلى الساعة، أدرك أن الوقت انتهى. شعر بخيبة أمل كبيرة وعزم على تنظيم وقته بشكل أفضل في المستقبل. , كان في زول طالب بجتهد للإمتحان سهران للصباح، ولما جات ساعة الإمتحان، حس بتعب شديد. حاول يجمع تفكيرو لكن ما قدر يفتكر المعلومات كويس. لما لقى لي الساعة، اتضح ليهو إنو الوقت خلاص انتهى. حس بخسارة كبيرة وقرر يرتب زمنو بطريقة أحسن في المرات الجاية. ,Sudanese
 سمعت أن السيد يامادا عنده ولدان، فقررت أن أزوره في منزله الكبير. وعندما وصلت، رأيت الأولاد يلعبون في الحديقة وهما سعيدان جدا. السيد يامادا استقبلني بحفاوة وأظهر لي مكتبته الضخمة. وقبل أن أغادر، أهداني كتاباً قيماً كان يقرأه لأولاده كل ليلة. , سمعت أنو الزول يامادا عندو ودادين، فحبيت أمر ليهو في بيتو الكبير داك. لمّن وصلت، شفت العيال بيلعبو في الجنينة ومبسوطين خالص. الزول يامادا استقبلني بي ضيافة كدا ووراني مكتبتو العظيمة ديك. وقبل ما أمشي، جاب لي كتاب غالي كان بيقراهو للودادين بالليل. ,Sudanese
 كنت أحلم دائمًا بالإبحار في البحر الأزرق الواسع، وفي يوم مشمس، قررت أن أحقق حلمي. أود أن أستأجر قارب شراعي فبدأت بالبحث عن مكان للإيجار. وجدت المكان المثالي وتعلمت أساسيات الإبحار. أخيرًا، أبحرت وشعرت بحرية لم أشعر بها من قبل. , دايمًا كنت بحلم أني أبحر في البحر الأزرق الفسيح داك، وفي يوم لايق وشمسي، قررت أخلي الحلم حقيقة. عايز أستأجر لي مركب شراعي، قمت قلّبت على حتة أستأجر منها. لقيت المكان المناسب وتعلمت الأبجديات الأساسية للقيادة. وأخيرًا، قمت أبحرت وحسيت بحرية ما حسيت بيها قبل كدا. ,Sudanese
" في يومٍ مشمس، سألت الأم ابنها: ""هل بإمكانك عمل الأطباق في وقت لاحق؟"" فأجاب الابن بابتسامة وأكمل لعبته. بعد ساعات، وقف الابن في المطبخ يغسل الأطباق بينما يستمع إلى الموسيقى. شعر بسعادة لأنه أوفى بوعده لأمه. "," في يوم حلو والشمس ضاربة، الأم قالت للولد: ""هسع، ممكن تغسل الصحون في وقت تاني؟"" الولد ضحك وكمّل لعبو. بعد شوية، الولد وقف في المطبخ وبدأ يغسل الصحون وهو سامع أغاني. حس بفرحة لأنو وفّى بالوعد القالو لأمو. ",Sudanese
 كان أحمد في حاجة إلى موقد غاز جديد لمطبخه. ذهب إلى السوق وبحث في عدة محلات. وجد موقدًا يناسب ميزانيته واحتياجاته. قام بشرائه وعاد إلى منزله سعيدًا. , احمد كان محتاج لي موقد غاز جديد للمطبخ بتاعو. راح للسوق ودور في كم دكان. لقى واحد كويس يناسب الفلوس العندو واشتراهو. رجع بيتو مبسوط. ,Sudanese
" كان يوسف يمتلك مبلغا من الدولارات الأمريكية وأراد تغييرها إلى جنيهات إسترلينية لرحلته إلى لندن. فذهب إلى مكتب الصرافة وسأل الصراف: ""هل يمكنك تغيير الدولارات الأمريكية إلى جنيهات إسترلينية؟"" فأجابه الصراف بأن السعر الحالي ممتاز للتحويل. فسر يوسف بذلك وقام بتبديل المبلغ، متطلعا لزيارة معالم لندن الشهيرة. "," يوسف كان عندو دولارات أمريكية وعايز يغيرها لجنيهات إسترلينية عشان يسافر لندن. راح لبتاع الصرفة وقال ليهو: ""ممكن تغير لي الدولارات الأمريكية لجنيهات إسترلينية؟"" الزول الصراف قال ليهو السعر ده كويس للتحويل اليوم. يوسف استانس وغير الفلوس، مستني يشوف معالم لندن الحلوة. ",Sudanese
 بالتأكيد يا سيدي. ما اسمك؟ قال الرجل العجوز وهو ينظر إليّ بعينين تملؤهما الحكمة. أجبته بأدب: اسمي عمر يا عمي. ثم سألني عن قصتي وكأنه يعرف أن هناك شيئاً ما خلف ستار الكلمات. وبعد حديث طويل، أدركت أن هذا الرجل قد يكون مفتاح حل لغز ماضي عائلتي. , أكيد يا زول. شنو اسمك؟ قال لي الزول الكبير وعيونو مليانة حِكمة. رديت عليهو بأدب: اسمي عمر يا حاج. بعدين سألني عن قصتي كأنو عارف في حاجة ورا الكلام. وبعد جلسة حِكاوي طويلة، فهمت إنو الزول دا ممكن يكون مفتاح لفك طلاسم ماضي العيلة. ,Sudanese
" في أحد الأيام, ذهب أحمد إلى عمله دون أن يلتزم بالزي الرسمي المعتاد. لاحظ رئيسه ذلك واستدعاه لمكتبه ليسأله عن السبب. أخبره أحمد أن ملابسه الرسمية تضررت بسبب عطل في الغسالة. تفهم الرئيس الموقف وسمح له بالعمل بملابسه العادية لهذا اليوم. "," في يوم من الأيام, مشى أحمد للشغل من غير ما يلبس الزي الرسمي. بص ليهو المدير وناداهو عشان يسألو ليه ما لابس زي الناس. قال ليهو أحمد أن الكمسري خرب وخرب معاهو هدومو الرسمية. المدير فهم الحاصل وقال ليهو تمام, اشتغل بلبسك العادي النهاردة. ",Sudanese
 ارجوا أن تحضر المرة القادمة فقط. عندما جاءت الفرصة التالية، لبى أحمد الدعوة وحضر. وجد نفسه في تجمع مليء بالمثقفين والأدباء. استمتع بالحديث معهم، وتعلم الكثير. , يا ريت تجي المرة الجاية بس. لما الفرصة الجاية جات، أحمد استجاب للدعوة وحضر. لقى روحو فمجمع مليان بالمثقفين والأدبا. استمتع بي الكلام معاهم واستفاد حاجات كتيرة. ,Sudanese
 كان يحيى غير متأكد إذا كان قد حزم ملابس كافية لرحلة مدتها ثلاثة أيام. فتح الحقيبة مرة أخرى وأضاف بعض القمصان والجوارب. لم ينسَ أخذ شاحن الهاتف والكاميرا لتوثيق اللحظات. وعندما وصل الى وجهته، شعر بالراحة لأنه أعد كل شيء بشكل جيد. , يحيى ما كان متأكد لو كان جهز كفاية هدوم لسفرة ثلاثة يوم. فتح الشنطة تاني وزاد شوية فنايل وشرابات. ما نسى ياخد معاهو الشاحن بتاع التلفون والكاميرا عشان يصور الحاجات الحلوة. ولما وصل للمكان الكان رايح ليهو، اتطمن لأنو كان جهز كل حاجة صاح. ,Sudanese
 في يوم من الأيام، وجد أحمد عملة نادرة وقيمتها دولاران لكل واحدة. قرر بيعها في المزاد العالمي. تجمع الناس من كل مكان لرؤية العملة النادرة. وفي النهاية، بيعت العملة بألف دولار. , في يوم من الأيام، لقى أحمد قروش قديمة وكل واحدة بتسوى دولارين. قرر يبيعها في مزاد عالمي. الناس اجتمعوا من كل حتة عشان يشوفوا القروش النادرة دي. وفي الآخر، اتباعت القروشة بألف دولار. ,Sudanese
 لقد تأكدنا جميعا من أن الكراسات قد أرسلت إليكم عن طريق البريد. في اليوم التالي، كان الجميع في المكتب يترقبون وصول الرد. لكن مرت الأيام ولم تأت أي إشارة من المستلم. وأخيرًا، بعد أسبوعين، وصلت برقية تؤكد استلام الكراسات وشكرهم على المحتوى القيم. , كلنا تأكدنا الكراريس اتبعتت ليكم بالبريد. تاني يوم، الناس في الدوام كلهم كانوا مستنين يجي الرد. بس الأيام فاتت ومافي زول سمع حاجة من الجهة المستلمة. وفي الآخر، بعد جمعتين، جاتنا برقية بتقول إنهم استلموا الكراريس وممتنين لينا على الحاجات الزينة الجوا. ,Sudanese
 في أحد الأيام، وجد حسام أن الكاشفات الخلفية لسيارته لا تعمل. قرر أن يفحص المشكلة بنفسه قبل الذهاب إلى الورشة. بعد فحص دقيق، اكتشف أن هناك فقط مصباح محترق. استبدله حسام وعادت الكاشفات لتعمل بكفاءة. , في يوم من الأيام، حسام لقى إنو اللمبات الورا في العربية ما شغالات. قام قرر يشوف العطل بنفسو قبل ما يمشي للميكانيكي. لما فتش كويس، لقى إنو في لمبة محروقة بس. غيّرها حسام واللمبات الورا رجعت شغالة تمام. ,Sudanese
 ذهب يوسف إلى السوق ليشتري قفازات جلدية. وجد محلاً يعرض أنواعاً مختلفة وطلب من البائع أن يريه بعضها. جرب يوسف عدة قفازات حتى وجد الزوج المناسب. شعر بالرضا عندما اشترى القفازات الجلدية المثالية. , يوسف مشى للسوق عشان يشتري جوانتي جلد. لقى دكان فيهو أنواع كتيرة وقال للزول يوريهو شوية منهم. فصل يوسف جوانتي كتير لحدي ما لقى البيرفكت. فرح أوي لما جاب الجوانتي الجلد العجيب داك. ,Sudanese
 لقد تعطلت العربة في طريق ناء. استدعى أحمد الميكانيكي على الفور. وصل الميكانيكي بأدواته وبدأ بالعمل. بعد ساعة، عادت العربة للعمل مجدداً. , العربية وقفت في طريق بعيد. أحمد إتصل بالمكانيكي على طول. المكانيكي جا بالعدة بتاعتو وشرع يشتغل. بعد ساعة، العربية شتغلت تاني. ,Sudanese
 في يوم من الأيام كان هناك طفل يدعى يوسف يبلغ من العمر ست سنوات، كان يحب القراءة كثيرًا. ذهب يوسف مع والدته إلى المكتبة ليختار كتابًا مصورًا. وجد كتابًا عن المغامرات الفضائية وأحبه من النظرة الأولى. أصبحت قصص الفضاء موضوعه المفضل وكان يحلم بأن يصبح رائد فضاء. , في يوم جا كان في ولد اسمو يوسف عمرو ست سنين، بيحب القراية خالص. يوسف ومامتو راحو المكتبة عشان يختار كتاب برسوم. لقى كتاب عن المغامرات الفضائية وعجبو من أول مرة. قصص الفضاء دي صارت حاجتو المفضلة وكان بيحلم يكون رائد فضاء. ,Sudanese
 طلب أحمد من جاره محمود أن يحفظ له أشيائه الثمينة أثناء سفره. وافق محمود على ذلك بكل سرور واعدًا بأن يعتني بها كأنها له. لكن عندما عاد أحمد، وجد أن جاره قد انتقل إلى مدينة أخرى. شعر أحمد بخيبة أمل كبيرة، لكنه تعلم درسًا قيمًا عن الثقة. , أحمد طلب من جارو محمود يحفظ ليهو حاجاتو الغالية وهو مسافر. محمود وافق وقال ليهو حاعتني بيهن زي حاجاتي. لمن رجع أحمد، لقى محمود انتقل لي مدينة تانية. أحمد زعل كتير، لكن عرف أهمية الدرس في الثقة. ,Sudanese
 مرحباً هاري. أشكرك على دعوتك لنا. استقبل هاري الضيوف بحفاوة وأعد لهم مأدبة طعام شهية. تبادل الجميع الأحاديث والذكريات، وكان الجو مليئًا بالضحك والسرور. في نهاية الليل، شكر الضيوف هاري على كرمه ووعدوا بتكرار الزيارة. , مرحبتين يا هاري. شكراً ليك على العزومة. هاري استقبل الناس بفرحة وعمل ليهم وليمة حلوة كده. الكل قعدوا يتونسو ويتذكروا الأيام الزمان، والضحك مالي المكان. وفي الآخر، الضيوف قالوا لي هاري كتر خيرك وحا يرجعوا يزوروه تاني. ,Sudanese
 ذهب ماجد إلى المطعم الفرنسي الفاخر وطلب من النادل توصية لنوع نبيذ أبيض يتماشى مع وجبته. حسناً، أود أن أجرب النبيذ الأبيض، قال ماجد وهو يشير إلى القائمة. بعد أن تذوق النبيذ، وجد أن مذاقه رائع ويكمل الطعام بشكل مثالي. انتهى العشاء وماجد شعر بالسعادة من تجربته الجديدة وقرر أن يزور المطعم مرة أخرى. , ماجد راح لمطعم فرنساوي شيك وسأل الجرسون يعاين ليهو في نوع عرقي أبيض يليق مع الأكلة. كويس، أنا عايز أجرب العرقي الأبيض دا، قال ماجد وهو بيأشر للقائمة. لما ذاق العرقي، لقاهو طعمو حلو وبيجمل الأكلة كتير. العشا خلص وماجد فرحان بالتجربة الجديدة دي وقرر يرجع للمطعم تاني. ,Sudanese
 في ليلة مظلمة، قرر مجموعة من الأصدقاء زيارة السينما لمشاهدة فيلم رعب جديد. وبينما هم جالسون ينتظرون بدء العرض، شعروا بأجواء غامضة تحيط بهم. إنهم في السينما حتى وقتنا هذا، يندمجون مع أحداث الفيلم المثيرة. وبعد انتهاء الفيلم، خرجوا وهم يتحدثون عن مدى روعته ويخططون لزيارة أخرى. , في ليلة ضلمة كدا، قررت جماعة من الصحاب يمشوا السينما يتفرجوا فيلم خوف جديد. وهم قاعدين كدا يستنوا الفيلم يبدأ، حسوا بجو غريب حواليهم. هم دحين في السينما للحظة دي، متحمسين مع أحداث الفيلم الشيقة. ولما الفيلم خلص، خرجوا يتونسوا عن شديد الفيلم كان وعاوزين يرجعوا تاني. ,Sudanese
 في يومٍ مشمس، وجد علي حقيبةً في الطريق وبداخلها مبلغ كبير من المال. شعر بالحيرة فيما يجب أن يفعل، ولكن قرر في النهاية أن يبحث عن صاحب الحقيبة. بعد أيام من البحث، عثر علي على صاحب الحقيبة الذي كان يبحث عنها بقلق. سلمها له، وكان صاحبها ممتناً جداً لأمانته، وأخبره أن بها حوالي ألف دولار. , في يوم مشرق، لقى علي جنطة في الزقاق جواها فلوس كتيرة. حتار شنو يعمل، لكن قرر يدور على صاحب الجنطة. بعد كم يوم من الدوارة، لقى صاحب الجنطة الكان قلقان وبيدور عليها. عطاهو الجنطة وصاحبها شكر ليهو كتير على أمانتو، وقال ليهو إنو فيها حوالي ألف دولار. ,Sudanese
 في يومٍ مشمسٍ، قرر أحمد الذهاب في نزهة إلى الغابة. وبينما هو يمشي، تعثر بجذر شجرة وسقط أرضاً، وهنا أدرك أن خطأه كان عدم الانتباه للطريق. وقف ونفض الغبار عن ملابسه، وابتسم متقبلاً الدرس الذي تعلمه. , في يوم حلو والشمس ضاربة، أحمد قرر يمشي للغابة يتفسح. وهو ماشي كدا، عثر في جذر واطا على الأرض، وساعتها عرف إنو الغلط كان منو لأنو ما كان مركز في الطريق. قام ونفض التراب من هدومو، وضحك على الحاصل وعرف العبرة. ,Sudanese
 وجد محمود نفسه بحاجة لمشابك الغسيل بعد أن تساقطت الأمطار. فقد كان ينشر الغسيل في الخارج ولم يتوقع هطول الأمطار. أسرع في جمع الملابس المبتلة ولكنه اكتشف أن المشابك لم تعد كافية. توجه إلى السوق لشراء مشابك جديدة ليتمكن من نشر الغسيل مجدداً. , محمود لقى نفسو محتاج لمشابك الغسي بعد ما المطرة نزلت. كان فاتح الهدوم برة وما كان متوقع المطرة تنزل. جري جمع اللبسة البللانة لكن اكتشف إنو المشابك قليلة وما بتكفي. راح للسوق يشتري مشابك جديدة عشان يقدر ينشر الغسي تاني. ,Sudanese
" في أحد الأيام، سأل محمد صديقه أحمد عن مصدر الأقراص المدمجة التي يبيعها في متجره. فأجاب أحمد بابتسامة، ""هذه الأقراص مستوردة من بلدان عديدة لضمان جودة عالية."" ثم تحدثا عن كيفية تأثير الجودة على رضا الزبائن. وفي النهاية، قرر محمد أن يطلب دفعة من الأقراص المدمجة لمتجره. "," في يوم من الأيام، محمد سأل صاحبه أحمد من وين جاب السيديهات البيبيعها في دكانو. أحمد ضحك وقال ليهو، ""السيديهات دي جيتا من دول كتيرة عشان الجودة تكون ممتازة."" بعدين اتناقشو عن كيف الجودة العالية بتأثر على رضا الزبائن. وفي الآخر، محمد قرر يطلب دفعة من السيديهات لدكانو. ",Sudanese
 قرر أحمد أن يدرس المحادثة بالإنجليزية لتحسين لغته. انضم إلى دورة مكثفة وبدأ يمارس يوميًا مع زملائه. شعر بتحسن كبير في قدرته على التواصل. بعد عدة أشهر، أصبح قادرًا على إجراء محادثات معقدة بطلاقة. , أحمد قرر يدرس الحديث بالإنجليزي عشان يطور لغتو. سجل في دورة مكثفة وبقى يتمرن كل يوم مع جماعتو. حس بتحسن كبير في قدرتو على الكلام. وبعد شهور، قدر يتكلم إنجليزي في مواضيع كتيرة بطلاقة. ,Sudanese
 لقد قرأت مؤخرًا كتابًا يتحدث عن الشجاعة والإصرار. كانت الشخصية الرئيسية فتاة تواجه تحديات كثيرة ولكنها لم تستسلم أبدًا. في كل مرة تسقط، تنهض أقوى مما كانت عليه. الكتاب علمني أن الإرادة يمكن أن تغير الواقع. , أنا قريت كتاب جديد الفترة دي عن الجرأة والمثابرة. البطلة كانت بت مجابهة صعاب كتيرة وما استسلمت. كل مرة تقع، تقوم أدقم من قبل. الكتاب دا خلاني أفهم إن العزيمة بتقدر تغير الحقيقة. ,Sudanese
 سافر أحمد إلى نيويورك ليبدأ عملاً جديداً، وقرر أن يقيم مع صديق قديم هناك. خلال إقامته، تعرف على ثقافة المدينة الفريدة وأصبح يحب الحياة فيها. عمل جاهداً وأصبح معروفاً في مجاله. ومع الوقت، استطاع أن يحصل على شقة خاصة به في قلب المدينة. , أحمد سافر لنيويورك عشان يبدأ شغل جديد، واتفق يسكن مع زول صاحبو من زمان هناك. وهو ساكن، بقى عارف ثقافة المدينة ديك العجيبة وعشق حياتو فيها. شغل همتو وبقى مشهور في شغلو. ومع الأيام، قدر يجيب ليهو فلة في قلب نيويورك. ,Sudanese
 إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى. ذهبت إلى المقهى المعتاد لأقابل صديقا قديما. جلست أنتظره وسط رائحة القهوة العربية الزكية. ولكن مرت الساعات ولم يأت صديقي كما وعد. في النهاية، قررت أن أغادر وأنا أشعر بخيبة أمل. , إذا سأل واحد عني قول ليهو ح أكون في القهوة. رحت للقهوة المعتادة عشان أشوف صاحبي القديم. قعدت استناهو والقهوة العربية فايحة حوالينا. لكن الساعات عدت وما جا صاحبي زي ما قال. في الآخر قررت أمشي وأنا زعلان. ,Sudanese
 أنا متأكد أني وضعتها بالجيب الداخلي للمعطف. ولكن عندما بحثت عنها، لم أجدها. شعرت بالقلق وبدأت بالبحث في كل مكان. وفي النهاية، وجدتها تحت الكرسي. , أنا متأكد كنت حاطو في جيب المعطف من جوة. لكن يوم دورت عليهو ما لقيتو. قلقت وقعدت أدور في كل حتة. وآخر حاجة، لقيتو تحت الكرسي. ,Sudanese
" وجد أحمد نفسه في مدينة جديدة، وكان يحمل أمتعة ثقيلة. سأل أحمد الحارس: ""هل عندك مكان من الممكن أن أترك فيه أمتعتي؟"" فأشار الحارس إلى غرفة صغيرة خصصت لتخزين الأمتعة. شعر أحمد بارتياح كبير عندما ترك حقائبه وبدأ يستكشف المدينة بحرية. "," أحمد لقى نفسو في مدينة جديدة ومعاهو شنط تقيلة كده. قال للبواب: ""عندك مكان يمكن أخلي فيهو شناطي؟"" البواب دلو على أوضة صغيرة عشان يحط فيها الشنط. أحمد حس براحة كبيرة لما حط حقائبو وبدا يتمشى في المدينة حر طليق. ",Sudanese
 جئت إلى المدينة لأنجز مهمة مهمة. في أثناء تجولي، صادفت رجلاً يحتاج المساعدة. قررت أن أقدم له يد العون، فتأخرت عن عملي. في النهاية، كانت المساعدة التي قدمتها أهم من العمل الذي أتيت لأجله. , جيت المدينة عشان أخلص مهمة مهمة. وأنا ماشي، لقيت زول محتاج مساعدة. قررت أساعدو، وبالتالي أتأخرت عن شغلي. في الآخر، المساعدة القدمتها ديك كانت أهم من الشغل الجيت عشانو. ,Sudanese
 كان أحمد يبحث عن مدرسة غوص ليتعلم فيها. وجد واحدة مشهورة بمدربيها الماهرين وسجل فيها. تعلم الغوص بسرعة وأصبح من الغواصين المحترفين. الآن يعمل مدربًا في نفس المدرسة ليعلم الآخرين. , أحمد كان داير يتعلم الغطس، فدور ولقى مدرسة معروفة بي مدربينها الشاطرين وسجل فيها. بسرعة تعلم الغطس وصار واحد من الغطاسين المحترفين. حالياً بقى يشتغل مدرب في نفس المدرسة عشان يعلم الناس. ,Sudanese
" في أحد الأسواق الصاخبة، سأل خالد البائع: ""كم يكون السعر شاملاً الضرائب؟"" فأجابه البائع بابتسامة: ""السعر مع الضرائب سيكون مائة ريال."" شعر خالد بالرضا لأن السعر كان مناسباً، فقرر شراء القطعة على الفور. وبذلك، غادر خالد السوق وهو يحمل مشترياته، مسروراً بتجربة الشراء الناجحة. "," في سوق صخيب كدا، خالد سأل الزول البيبيع: ""بكم السعر دا كلو شامل الضرايب؟"" الزول ضحك وقال ليهو: ""السعر مع الضرايب ح يكون مية جنيه."" خالد حس براحة لأنو السعر عاجبو، عشان كدا قرر يشتري الحاجة ديك طوالي. وكدا خرج خالد من السوق وهو فرحان وماسك حاجاتو الشراها. ",Sudanese
" في أحد الأيام، كان هناك رجل يأكل الشاورما بشهية كبيرة. وبينما هو منهمك في الأكل، سقطت قطعة من اللحم على قميصه الأبيض. صاح بدهشة وإزعاج: ""أعطني بعض المناديل الورقية!"" فأسرع النادل ليساعده، وابتسم الجميع لطرافة الموقف. "," في يوم من الأيام، كان في زول بياكل شاورما بشهية. وهو داير يتمتع بيها، وقعت ليهو قطعة من اللحم على جلابيته البيضاء. قام قال بي استغراب وزعل: ""أديني شوية مناديل ورقية!"" جري الجرسون ساعدو، وضحك الكل على الحاصل. ",Sudanese
 في الشقة المجاورة، يعيش شاب يحب الاستمتاع بوقته مع أصدقائه. كان دائمًا يقيم الحفلات التي تستمر حتى الصباح. أزعجت الضوضاء الدائمة الجيران الهادئين. في النهاية، قرروا التحدث معه وتوصلوا إلى حل يرضي الجميع. , في الشقة الجمبنا، واحد شاب عايش يحب يقضي وقتو مع ربعو. دايماً كان بسوي حفلات لحدي الصباح. اللمة العالية دي سببت ازعاج للجيران الهاديين. في الآخر، قرروا يكلموه ووصلوا لحل يرضي الكل. ,Sudanese
 نعم ، دكتور كريبس لا يفحص أي مريض بدون موعد مسبق. في يوم من الأيام، حاول مريض الدخول بدون موعد، لكن الدكتور رفض. شعر المريض باليأس وجلس خارج العيادة ينتظر. بعد ساعات، شعر الدكتور بالرحمة وقرر فحص المريض. , ايوه، دكتور كريبس ما بيكشف أي مريض من غير موعد مسبق. يوم من الأيام، واحد حاول يدخل كدا من غير موعد، لكن الدكتور ما قبل. المريض حس بيأس وقعد بره العيادة يستنى. بعد ساعات، الدكتور حن عليه وقرر يكشفو. ,Sudanese
 هل يمكن أن تخبرين باسم ورقم الطرف الذي تريد الاتصال به؟، فقد كانت ريم تحاول الوصول إلى صديقتها القديمة ليلى ولكنها نسيت رقمها. بحثت في دفتر عناوينها القديم دون جدوى، فقررت الاستعانة بخدمة الاستعلامات الهاتفية. استجابت الموظفة على الطرف الآخر بكل أدب وقدمت لها المعلومات اللازمة. وبفضل هذه المساعدة، تمكنت ريم أخيرًا من الاتصال بليلى واستعادتا ذكريات الأيام الجميلة التي قضتاها معًا. , يا تقدري تقولي لي اسم ورقم الزول البتحاولي تتصلي بيهو؟، ريم كانت حابه تلقى صاحبتها القديمة ليلى بس نست رقمها. دورت في الدفتر بتاعتها القديم ما لقتهو، قررت تستعين بخدمة الاستعلامات الهاتفية. البت شغالة في الاستعلامات أدتها الرقم بأدب، وبالمساعدة دي، ريم قدرت تتصل بليلى ورجعو ذكريات الأيام الزينة القضوها سوا. ,Sudanese
" هل هذه هدية؟ سأل الطفل والده بفضول شديد. ابتسم الأب وأعطاه الصندوق الصغير، ""نعم يا بُني، هذه لك"". فتح الطفل الهدية بحماس ليجد داخلها ساعة جميلة. شعر بسعادة غامرة وعانق والده بحب. "," دي هدية ولا شنو؟ سأل الواد أبوهو كدا من فضولو. الأب ابتسم ومدّ ليه الكرتونة الصغيرة، ""أيوه يا ولدي، دي ليك"". الولد فتح الهدية وراق ليهو لقى جواها ساعة حلوة كدا. فرح خالص وحضن أبوهو بي حنان. ",Sudanese
